OTU	Test-Statistic	P	FDR_P	Bonferroni_P	MN_mean	MT_mean	TL_mean	SM_mean	TC_mean	TA_mean	taxonomy
New.ReferenceOTU8	14.4341917024	0.0130743519893	0.0647104217709	1.0	0.0	6.33333333333	93.3333333333	0.666666666667	5.0	39.6666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__
New.ReferenceOTU12	14.4152046784	0.0131763574395	0.0647104217709	1.0	63.0	0.0	0.0	0.0	0.333333333333	0.0	Unassigned
New.ReferenceOTU71	14.3986183074	0.0132660953969	0.0647104217709	1.0	0.333333333333	12.6666666667	67.0	6.0	5.66666666667	48.3333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
316776	14.3871595331	0.0133284363124	0.0647104217709	1.0	16.3333333333	0.0	0.0	0.0	0.333333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__; g__; s__
New.ReferenceOTU27	14.3871595331	0.0133284363124	0.0647104217709	1.0	0.0	0.333333333333	23.3333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
New.CleanUp.ReferenceOTU50	14.3871595331	0.0133284363124	0.0647104217709	1.0	29.3333333333	0.0	0.0	0.0	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__
New.CleanUp.ReferenceOTU34	14.3871595331	0.0133284363124	0.0647104217709	1.0	11.0	0.0	0.0	0.0	0.333333333333	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
1086282	14.3696780893	0.0134240895456	0.0647104217709	1.0	0.333333333333	23.6666666667	114.333333333	4.33333333333	7.33333333333	37.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
New.CleanUp.ReferenceOTU331	14.3298429319	0.0136445423898	0.0647104217709	1.0	0.333333333333	9.0	42.3333333333	3.33333333333	2.33333333333	28.6666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
New.CleanUp.ReferenceOTU319	14.3259102156	0.0136664954644	0.0647104217709	1.0	0.0	15.3333333333	1.33333333333	44.3333333333	5.0	0.666666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.ReferenceOTU5	14.3226029768	0.0136849834561	0.0647104217709	1.0	0.666666666667	20.6666666667	254.666666667	9.66666666667	16.3333333333	108.0	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__
New.CleanUp.ReferenceOTU0	14.2531073446	0.0140791153198	0.065479036742	1.0	25.6666666667	0.0	0.0	1.0	71.0	81.6666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.ReferenceOTU2	14.2179487179	0.0142826689105	0.065479036742	1.0	114.333333333	0.0	0.0	1.0	1.66666666667	632.333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
New.ReferenceOTU6	14.1909350464	0.0144409960186	0.065479036742	1.0	108.333333333	0.666666666667	0.333333333333	1.0	240.333333333	779.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.CleanUp.ReferenceOTU265	14.0796783626	0.0151111320872	0.0675916854171	1.0	0.0	7.66666666667	1.33333333333	16.3333333333	3.0	1.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.CleanUp.ReferenceOTU53	13.9564193168	0.0158886290427	0.0694932012681	1.0	0.0	15.0	0.666666666667	6.0	4.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.ReferenceOTU48	13.9199834163	0.0161257609334	0.0694932012681	1.0	15.3333333333	0.0	0.0	0.0	3.0	7.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.ReferenceOTU142	13.8926673751	0.0163057752018	0.0694932012681	1.0	0.0	8.0	35.3333333333	3.66666666667	0.666666666667	5.66666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__
New.CleanUp.ReferenceOTU514	13.8236594804	0.0167692186073	0.0694932012681	1.0	1.0	0.0	0.0	0.0	0.0	2.66666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
538199	13.7779614325	0.0170830821854	0.0694932012681	1.0	111.666666667	0.0	0.0	0.0	0.0	19.6666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.CleanUp.ReferenceOTU58	13.7779614325	0.0170830821854	0.0694932012681	1.0	17.3333333333	0.0	0.0	0.0	0.0	3.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.CleanUp.ReferenceOTU312	13.7029215065	0.0176107954836	0.0694932012681	1.0	0.0	36.6666666667	4.33333333333	37.0	24.3333333333	0.666666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.ReferenceOTU13	13.6756368855	0.0178065403339	0.0694932012681	1.0	0.0	8.66666666667	107.333333333	2.33333333333	0.333333333333	27.0	k__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__Thermogemmatisporales; f__Thermogemmatisporaceae; g__; s__
4337197	13.6655948553	0.0178791101798	0.0694932012681	1.0	0.0	41.3333333333	89.3333333333	0.333333333333	3.33333333333	42.3333333333	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU317	13.5950018376	0.0183973608911	0.0694932012681	1.0	0.0	7.33333333333	2.0	18.3333333333	8.33333333333	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.ReferenceOTU148	13.5669099757	0.0186075933602	0.0694932012681	1.0	0.333333333333	13.3333333333	53.3333333333	3.0	2.33333333333	15.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
New.ReferenceOTU39	13.5360501567	0.018841207026	0.0694932012681	1.0	0.333333333333	12.3333333333	52.6666666667	6.33333333333	2.33333333333	25.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
814065	13.5051880674	0.0190776608455	0.0694932012681	1.0	0.0	0.0	3.66666666667	0.0	0.0	0.666666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
New.ReferenceOTU38	13.5051880674	0.0190776608455	0.0694932012681	1.0	6.66666666667	0.0	0.0	1.66666666667	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
New.ReferenceOTU217	13.5051880674	0.0190776608455	0.0694932012681	1.0	2.66666666667	0.0	0.0	0.0	0.0	0.666666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__; s__
New.CleanUp.ReferenceOTU21	13.5051880674	0.0190776608455	0.0694932012681	1.0	6.33333333333	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__
939811	13.4057819575	0.019858847812	0.0694932012681	1.0	461.0	0.333333333333	1.0	60.3333333333	184.666666667	687.333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
152978	13.4055226824	0.0198609250252	0.0694932012681	1.0	0.0	0.333333333333	17.6666666667	0.333333333333	0.333333333333	28.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
4452665	13.4033057851	0.0198786945001	0.0694932012681	1.0	5.0	0.0	0.0	0.0	0.0	7.66666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Ferrimonadaceae; g__Ferrimonas; s__
125168	13.3794183445	0.0200711364297	0.0694932012681	1.0	0.0	0.0	9.33333333333	0.0	0.666666666667	1.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
New.CleanUp.ReferenceOTU328	13.3794183445	0.0200711364297	0.0694932012681	1.0	1.0	0.0	0.0	0.666666666667	33.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alteromonas; s__
New.ReferenceOTU10	13.3690616411	0.0201551278602	0.0694932012681	1.0	0.0	0.333333333333	56.6666666667	4.0	1.0	49.6666666667	k__Bacteria; p__Armatimonadetes; c__[Fimbriimonadia]; o__[Fimbriimonadales]; f__[Fimbriimonadaceae]; g__Fimbriimonas; s__
551005	13.3380503145	0.0204086519228	0.0696418947057	1.0	0.0	7.33333333333	37.3333333333	0.333333333333	0.0	28.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.CleanUp.ReferenceOTU518	13.266004415	0.0210095344575	0.0708564910658	1.0	5.66666666667	0.0	0.0	0.0	0.0	3.66666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
534771	13.228143504	0.0213320850989	0.0708564910658	1.0	0.333333333333	15.6666666667	92.0	7.33333333333	4.33333333333	59.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
New.CleanUp.ReferenceOTU522	13.2194525904	0.0214067948839	0.0708564910658	1.0	0.0	1.0	7.0	0.0	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__
New.CleanUp.ReferenceOTU537	13.0673499268	0.022755734965	0.0741684934676	1.0	1.33333333333	0.0	0.0	0.0	0.666666666667	9.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
568617	13.0358744395	0.0230448951141	0.0741684934676	1.0	0.333333333333	1.0	7.0	0.666666666667	0.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
New.CleanUp.ReferenceOTU54	13.0321199143	0.0230796218343	0.0741684934676	1.0	0.0	45.6666666667	45.0	122.0	21.6666666667	2.66666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.CleanUp.ReferenceOTU352	13.0	0.0233787681036	0.0744074254065	1.0	0.0	0.0	2.66666666667	0.333333333333	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
546919	12.9549266247	0.0238048355556	0.0750419101801	1.0	0.333333333333	5.33333333333	128.333333333	9.33333333333	5.66666666667	19.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__Nevskia
New.CleanUp.ReferenceOTU545	12.9001103753	0.0243330416825	0.0759833660087	1.0	0.0	0.0	1.66666666667	0.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
New.ReferenceOTU19	12.8704789834	0.0246232289826	0.0760365104948	1.0	613.666666667	0.0	1.0	0.0	0.0	1.33333333333	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__
261043	12.8516349439	0.0248094958714	0.0760365104948	1.0	53.3333333333	0.0	4.33333333333	0.0	0.0	3.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Amphritea; s__
589014	12.7361923327	0.0259804237523	0.0782429211458	1.0	4.66666666667	0.0	0.0	0.666666666667	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
217349	12.7289256198	0.0260558739589	0.0782429211458	1.0	0.0	0.0	4.66666666667	0.0	0.0	12.6666666667	k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__
New.ReferenceOTU35	12.7114137484	0.0262385626803	0.0782429211458	1.0	4.0	0.0	0.0	0.0	0.0	1.66666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Kiloniellales; f__Kiloniellaceae; g__Thalassospira; s__
4420771	12.6655629139	0.0267227192616	0.0786380400913	1.0	1513.33333333	0.0	1.0	0.0	0.0	1.0	k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Lentisphaerales; f__Lentisphaeraceae; g__; s__
334326	12.6539944904	0.0268462191248	0.0786380400913	1.0	1086.66666667	0.0	0.0	0.0	2.0	3.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__
New.ReferenceOTU18	12.5897435897	0.0275421396524	0.0799567208549	1.0	0.666666666667	5.33333333333	28.6666666667	0.0	1.0	8.33333333333	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__
2981825	12.5681818182	0.0277795253725	0.0799567208549	1.0	16.6666666667	0.0	0.0	0.0	0.666666666667	43.6666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
346289	12.4766081871	0.0288096915914	0.0818268841178	1.0	0.0	0.0	47.0	8.66666666667	10.0	19.6666666667	k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__OCS155; g__; s__
4465295	12.4666666667	0.028923702241	0.0818268841178	1.0	3.66666666667	0.0	0.0	0.0	10.3333333333	22.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__rosenbergii
New.ReferenceOTU11	12.3934240363	0.0297770475116	0.0835271417485	1.0	0.0	45.3333333333	14.0	0.0	1.33333333333	10.3333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
New.CleanUp.ReferenceOTU15	12.3706932337	0.0300467371407	0.0835753780973	1.0	4.66666666667	0.0	0.0	2.0	0.666666666667	9.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium; s__rosenbergii
New.CleanUp.ReferenceOTU329	12.3413150893	0.0303987512842	0.0837231796574	1.0	0.0	3.66666666667	1.33333333333	8.0	6.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.ReferenceOTU51	12.3241904762	0.0306057544971	0.0837231796574	1.0	0.0	0.333333333333	65.3333333333	2.66666666667	0.666666666667	5.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae
New.CleanUp.ReferenceOTU2	12.2987654321	0.0309155776725	0.0838775099148	1.0	88.0	0.333333333333	0.666666666667	26.3333333333	90.3333333333	171.666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__shilonii
New.CleanUp.ReferenceOTU56	12.121522694	0.0331600511935	0.0886450172632	1.0	14.0	0.0	0.0	8.33333333333	89.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
New.CleanUp.ReferenceOTU535	12.1178315412	0.0332084052587	0.0886450172632	1.0	0.0	1.33333333333	3.0	0.0	0.0	0.666666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
New.CleanUp.ReferenceOTU345	12.0425531915	0.0342093328558	0.0905863134023	1.0	0.0	1.0	0.333333333333	10.3333333333	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
160336	12.0058365759	0.034707893396	0.0911770850323	1.0	2.0	0.0	7.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae
New.CleanUp.ReferenceOTU554	11.9048790488	0.0361146609908	0.0935413670754	1.0	0.0	2.0	0.333333333333	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.CleanUp.ReferenceOTU539	11.900766802	0.0361730966334	0.0935413670754	1.0	0.0	4.0	0.0	2.33333333333	0.666666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.CleanUp.ReferenceOTU90	11.7614550542	0.0382067030274	0.0980342535045	1.0	0.333333333333	3.33333333333	36.6666666667	4.33333333333	3.33333333333	13.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
4305519	11.6540880503	0.0398476225407	0.101458177392	1.0	10.3333333333	0.0	0.0	1.0	58.6666666667	51.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.CleanUp.ReferenceOTU332	11.6153238547	0.0404563345241	0.102221730744	1.0	0.0	4.0	7.66666666667	0.333333333333	0.0	2.66666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
70057	11.462639821	0.0429407750197	0.107677246451	1.0	0.666666666667	0.0	0.0	0.333333333333	1.33333333333	22.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
806717	11.4109589041	0.0438139722892	0.109017070218	1.0	2.0	0.0	2.33333333333	1.33333333333	137.666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Alteromonas; s__
New.CleanUp.ReferenceOTU369	11.3922734027	0.0441337988195	0.109017070218	1.0	0.0	0.0	1.0	0.333333333333	0.0	2.33333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
554415	11.2855133615	0.0460039194383	0.110671138196	1.0	0.333333333333	12.0	89.0	3.66666666667	3.0	17.6666666667	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Burkholderia; s__
New.ReferenceOTU236	11.2584434655	0.0464898768795	0.110671138196	1.0	27.3333333333	0.0	0.333333333333	0.0	0.666666666667	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Oleibacter; s__
New.CleanUp.ReferenceOTU91	11.2248404516	0.0470998667647	0.110671138196	1.0	0.0	0.333333333333	4.66666666667	0.0	0.0	3.66666666667	k__Bacteria; p__Planctomycetes; c__BD7-11; o__; f__; g__; s__
576693	11.1453841902	0.0485724339117	0.110671138196	1.0	0.0	1.0	3.66666666667	0.0	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
New.CleanUp.ReferenceOTU322	11.1285140562	0.0488906334502	0.110671138196	1.0	0.0	2.66666666667	0.0	9.33333333333	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.ReferenceOTU45	11.1284289277	0.0488922440974	0.110671138196	1.0	0.0	0.0	6.33333333333	0.333333333333	1.0	7.66666666667	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__
New.CleanUp.ReferenceOTU273	10.9765739385	0.0518464366757	0.110671138196	1.0	5.66666666667	0.0	0.0	2.0	23.6666666667	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
New.ReferenceOTU24	10.7878444696	0.0557524956808	0.110671138196	1.0	0.0	3.33333333333	45.3333333333	2.0	1.66666666667	4.33333333333	Unassigned
New.ReferenceOTU252	10.7872260015	0.0557657392774	0.110671138196	1.0	0.0	1.66666666667	5.0	0.666666666667	1.0	5.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
592771	10.7697132616	0.0561419786748	0.110671138196	1.0	0.0	0.0	3.0	0.0	1.66666666667	4.0	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
New.ReferenceOTU29	10.6662703131	0.0584134123462	0.110671138196	1.0	0.0	1.66666666667	15.0	0.0	1.0	3.33333333333	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Magnetospirillum; s__
222711	10.5882352941	0.0601837005298	0.110671138196	1.0	17.6666666667	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__; f__; g__; s__
848860	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	2.66666666667	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__
334290	10.5882352941	0.0601837005298	0.110671138196	1.0	7.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae]; g__Fusibacter; s__
324273	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	5.33333333333	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__; s__
4331426	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	0.0	0.0	0.0	5.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__; g__; s__
156986	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	3.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
343059	10.5882352941	0.0601837005298	0.110671138196	1.0	209.333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Acidaminobacteraceae]; g__Fusibacter; s__
815343	10.5882352941	0.0601837005298	0.110671138196	1.0	24.3333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__
324420	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	5.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__[Amoebophilaceae]; g__SC3-56; s__
584994	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	6.33333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
822904	10.5882352941	0.0601837005298	0.110671138196	1.0	4.66666666667	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__
232889	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	8.33333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Candidatus Portiera; s__
904675	10.5882352941	0.0601837005298	0.110671138196	1.0	5.33333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
567644	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	0.0	0.0	0.0	12.6666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Pelagibacteraceae; g__; s__
4466640	10.5882352941	0.0601837005298	0.110671138196	1.0	10.3333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__
New.ReferenceOTU136	10.5882352941	0.0601837005298	0.110671138196	1.0	10.3333333333	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__
New.ReferenceOTU258	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	Unassigned
New.ReferenceOTU171	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	0.0	6.66666666667	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.ReferenceOTU49	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	0.0	0.0	0.0	5.33333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Thalassomonas; s__
New.ReferenceOTU339	10.5882352941	0.0601837005298	0.110671138196	1.0	9.66666666667	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
New.ReferenceOTU37	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	0.0	0.0	3.66666666667	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
New.ReferenceOTU245	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	7.66666666667	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales
New.ReferenceOTU344	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	0.0	0.0	0.0	0.0	6.66666666667	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__
New.ReferenceOTU70	10.5882352941	0.0601837005298	0.110671138196	1.0	4.0	0.0	0.0	0.0	0.0	0.0	Unassigned
New.ReferenceOTU96	10.5882352941	0.0601837005298	0.110671138196	1.0	0.0	3.66666666667	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
