	sequences per sample	iteration	T1	TS4	T9	T2	MN15	MN12	SM2	MN13	MT213	TL1	SM4	MT210	MT209	TS6	TS8	TL2	SM5	TL3
alpha_rarefaction_10_0.txt	10	0	0.78	0.86	0.84	0.88	0.78	0.72	0.5	0.84	0.58	0.68	0.68	0.18	0.64	0.64	0.48	0.84	0.62	0.88
alpha_rarefaction_10_1.txt	10	1	0.82	0.82	0.84	0.82	0.6	0.9	0.62	0.68	0.74	0.84	0.72	0.54	0.48	0.66	0.46	0.74	0.42	0.88
alpha_rarefaction_10_2.txt	10	2	0.88	0.76	0.8	0.82	0.58	0.86	0.58	0.68	0.58	0.88	0.66	0.42	0.7	0.76	0.48	0.82	0.66	0.8
alpha_rarefaction_10_3.txt	10	3	0.82	0.72	0.84	0.82	0.76	0.82	0.72	0.82	0.78	0.86	0.7	0.58	0.72	0.64	0.48	0.84	0.64	0.76
alpha_rarefaction_10_4.txt	10	4	0.82	0.48	0.88	0.88	0.78	0.76	0.54	0.7	0.46	0.78	0.7	0.46	0.7	0.62	0.18	0.86	0.48	0.82
alpha_rarefaction_10_5.txt	10	5	0.76	0.82	0.82	0.8	0.6	0.86	0.58	0.76	0.58	0.88	0.76	0.48	0.86	0.72	0.46	0.84	0.54	0.58
alpha_rarefaction_10_6.txt	10	6	0.76	0.48	0.82	0.82	0.7	0.84	0.54	0.84	0.64	0.82	0.54	0.64	0.78	0.58	0.58	0.84	0.32	0.84
alpha_rarefaction_10_7.txt	10	7	0.86	0.86	0.76	0.84	0.76	0.82	0.54	0.76	0.7	0.76	0.82	0.46	0.58	0.64	0.6	0.84	0.58	0.88
alpha_rarefaction_10_8.txt	10	8	0.78	0.68	0.86	0.84	0.82	0.78	0.54	0.72	0.68	0.82	0.58	0.54	0.58	0.72	0.76	0.86	0.62	0.82
alpha_rarefaction_10_9.txt	10	9	0.86	0.82	0.68	0.86	0.34	0.82	0.76	0.76	0.7	0.88	0.68	0.56	0.62	0.46	0.48	0.8	0.68	0.82
alpha_rarefaction_798_0.txt	798	0	0.905283258271	0.832545021702	0.903103623721	0.920163818066	0.826876087462	0.90506655109	0.632879190457	0.848392912105	0.755755303045	0.896674644003	0.754075037217	0.492518891213	0.750299935302	0.692410851691	0.440261053637	0.89412754945	0.582537169993	0.869922299483
alpha_rarefaction_798_1.txt	798	1	0.897764461279	0.850085740667	0.899774498904	0.907632489746	0.825993555317	0.909793280193	0.647304351103	0.8355098272	0.756330048178	0.910298930283	0.747109000572	0.517656924266	0.746396065351	0.69853518508	0.440138566969	0.903423973468	0.588438514833	0.86742545587
alpha_rarefaction_798_2.txt	798	2	0.909221675743	0.836653036099	0.895148271682	0.91330456467	0.833119766836	0.911197165847	0.628362887168	0.830195790227	0.74026230991	0.902459783544	0.753362101997	0.526457120244	0.748092034598	0.697147002845	0.444946953851	0.898458552396	0.574616365475	0.871847538646
alpha_rarefaction_798_3.txt	798	3	0.909494915233	0.831288748186	0.900054019761	0.913524412535	0.806405110521	0.913018762445	0.61945590794	0.836279294728	0.742969579337	0.915072769643	0.767090030842	0.507920804518	0.766753977676	0.697762576868	0.470571792891	0.90061620216	0.609490518276	0.880107537013
alpha_rarefaction_798_4.txt	798	4	0.904020703388	0.841637301273	0.886982493829	0.914384959893	0.807083498219	0.907890025816	0.640316329671	0.831053196902	0.735833945767	0.912104823462	0.742501617452	0.532455826282	0.755799272618	0.683450480839	0.410028831477	0.897827274954	0.573457453157	0.862177373258
alpha_rarefaction_798_5.txt	798	5	0.900085426599	0.84374784078	0.891979321738	0.904708513137	0.816687709248	0.910801439689	0.630294407698	0.843895452918	0.727774951162	0.905226725963	0.728757985189	0.531545027983	0.752922406266	0.707702841063	0.464789794034	0.895120005528	0.590033982199	0.872905949083
alpha_rarefaction_798_6.txt	798	6	0.902227372944	0.831894900158	0.899429023687	0.915339727766	0.802344206381	0.914325286901	0.631993517629	0.833556321882	0.742404256255	0.909893782074	0.767356988964	0.534801917073	0.746279860051	0.686914655059	0.417619864197	0.900145099591	0.604044572584	0.87456108944
alpha_rarefaction_798_7.txt	798	7	0.907129980339	0.842654882821	0.91288999441	0.91656145376	0.804523840931	0.918420738563	0.626651214502	0.842855886584	0.73259590078	0.910302070967	0.733534965233	0.48277020873	0.755689348685	0.68352585725	0.437940088316	0.904344193818	0.599669600065	0.86501341072
alpha_rarefaction_798_8.txt	798	8	0.907183371964	0.845820692081	0.904001859285	0.913200922105	0.815776910949	0.902802118077	0.625429488508	0.830393653306	0.72589996294	0.903766308001	0.758801766321	0.527845302479	0.76024334018	0.682765811773	0.389030219659	0.911234854052	0.590925936395	0.878486944177
alpha_rarefaction_798_9.txt	798	9	0.897038963323	0.84342435035	0.901376247637	0.904768186129	0.81970590637	0.910170162248	0.622477245746	0.848581353132	0.736141732778	0.900481152757	0.761182404633	0.505292052186	0.764985772702	0.70298553401	0.465785390795	0.90424683262	0.60190262624	0.884504494319
alpha_rarefaction_1586_0.txt	1586	0	0.90349511568	0.842278512012	0.895848605945	0.912420151738	0.813635705869	0.914219470811	0.636853203233	0.843619056403	0.729765810234	0.907745738643	0.753448761149	0.521860573842	0.766491637897	0.696673605269	0.427541428864	0.903324168441	0.598488667391	0.86514966232
alpha_rarefaction_1586_1.txt	1586	1	0.901227480683	0.829903522149	0.898435872523	0.913262166275	0.803157037699	0.906603175007	0.623236261805	0.837756758777	0.732654421014	0.903549182713	0.742504162366	0.562239106685	0.757204829776	0.701646182152	0.451846945769	0.900224060148	0.597994113054	0.882653069338
