	sequences per sample	iteration	T1	TS4	T9	T2	MN15	MN12	SM2	MN13	MT213	TL1	SM4	MT210	MT209	TS6	TS8	TL2	SM5	TL3
alpha_rarefaction_3950_2.txt	3950	2	100.0	83.0	109.0	119.0	90.0	109.0	49.0	81.0	74.0	96.0	93.0	47.0	66.0	50.0	63.0	102.0	33.0	91.0
alpha_rarefaction_3950_3.txt	3950	3	100.0	83.0	110.0	119.0	92.0	110.0	48.0	76.0	72.0	94.0	96.0	41.0	67.0	44.0	64.0	98.0	33.0	91.0
alpha_rarefaction_3950_4.txt	3950	4	111.0	77.0	109.0	119.0	95.0	109.0	45.0	84.0	76.0	99.0	91.0	46.0	67.0	55.0	64.0	98.0	32.0	92.0
alpha_rarefaction_3950_5.txt	3950	5	102.0	87.0	111.0	116.0	98.0	112.0	53.0	75.0	76.0	95.0	95.0	49.0	68.0	55.0	61.0	102.0	29.0	91.0
alpha_rarefaction_3950_6.txt	3950	6	103.0	89.0	110.0	113.0	95.0	107.0	48.0	76.0	74.0	94.0	98.0	46.0	64.0	52.0	65.0	101.0	32.0	92.0
alpha_rarefaction_3950_7.txt	3950	7	105.0	84.0	107.0	117.0	98.0	109.0	48.0	80.0	75.0	101.0	90.0	40.0	66.0	50.0	63.0	94.0	34.0	97.0
alpha_rarefaction_3950_8.txt	3950	8	103.0	82.0	110.0	121.0	93.0	112.0	50.0	79.0	77.0	94.0	92.0	44.0	67.0	50.0	66.0	97.0	33.0	95.0
alpha_rarefaction_3950_9.txt	3950	9	100.0	79.0	106.0	124.0	96.0	116.0	49.0	79.0	74.0	98.0	99.0	43.0	63.0	51.0	60.0	101.0	31.0	90.0
alpha_rarefaction_4738_0.txt	4738	0	107.0	85.0	108.0	124.0	98.0	114.0	50.0	79.0	80.0	98.0	95.0	46.0	67.0	52.0	72.0	104.0	36.0	93.0
alpha_rarefaction_4738_1.txt	4738	1	107.0	89.0	114.0	124.0	88.0	117.0	50.0	82.0	77.0	100.0	97.0	48.0	64.0	57.0	70.0	108.0	33.0	95.0
alpha_rarefaction_4738_2.txt	4738	2	109.0	93.0	115.0	122.0	96.0	114.0	51.0	81.0	81.0	97.0	96.0	48.0	66.0	63.0	70.0	103.0	35.0	92.0
alpha_rarefaction_4738_3.txt	4738	3	108.0	88.0	112.0	122.0	99.0	115.0	49.0	83.0	79.0	100.0	91.0	47.0	68.0	49.0	68.0	100.0	35.0	95.0
alpha_rarefaction_4738_4.txt	4738	4	109.0	86.0	110.0	123.0	93.0	117.0	52.0	79.0	78.0	98.0	95.0	50.0	68.0	59.0	67.0	104.0	35.0	93.0
alpha_rarefaction_4738_5.txt	4738	5	110.0	85.0	114.0	121.0	95.0	115.0	53.0	80.0	78.0	98.0	98.0	49.0	69.0	58.0	70.0	106.0	36.0	94.0
alpha_rarefaction_4738_6.txt	4738	6	113.0	88.0	113.0	126.0	96.0	119.0	52.0	76.0	79.0	101.0	96.0	47.0	69.0	53.0	69.0	102.0	31.0	95.0
alpha_rarefaction_4738_7.txt	4738	7	110.0	88.0	112.0	125.0	98.0	115.0	54.0	79.0	78.0	102.0	98.0	48.0	66.0	55.0	72.0	105.0	37.0	96.0
alpha_rarefaction_4738_8.txt	4738	8	110.0	87.0	116.0	122.0	98.0	117.0	54.0	81.0	75.0	99.0	99.0	50.0	68.0	57.0	69.0	106.0	34.0	97.0
alpha_rarefaction_4738_9.txt	4738	9	107.0	94.0	114.0	127.0	93.0	111.0	52.0	84.0	79.0	100.0	93.0	50.0	67.0	54.0	64.0	109.0	36.0	93.0
alpha_rarefaction_5526_0.txt	5526	0	112.0	95.0	115.0	127.0	100.0	123.0	52.0	88.0	83.0	103.0	97.0	51.0	67.0	63.0	76.0	106.0	35.0	94.0
alpha_rarefaction_5526_1.txt	5526	1	113.0	87.0	114.0	127.0	100.0	121.0	55.0	82.0	83.0	105.0	98.0	50.0	67.0	64.0	72.0	106.0	37.0	96.0
alpha_rarefaction_5526_2.txt	5526	2	108.0	90.0	117.0	126.0	102.0	120.0	52.0	80.0	80.0	98.0	99.0	53.0	70.0	59.0	68.0	103.0	35.0	95.0
alpha_rarefaction_5526_3.txt	5526	3	111.0	91.0	115.0	122.0	105.0	118.0	52.0	82.0	76.0	100.0	98.0	53.0	70.0	60.0	70.0	105.0	37.0	97.0
alpha_rarefaction_5526_4.txt	5526	4	110.0	94.0	113.0	120.0	103.0	121.0	54.0	84.0	77.0	100.0	99.0	55.0	68.0	63.0	74.0	110.0	38.0	94.0
alpha_rarefaction_5526_5.txt	5526	5	105.0	90.0	115.0	126.0	100.0	118.0	55.0	85.0	80.0	104.0	101.0	52.0	67.0	62.0	71.0	102.0	36.0	95.0
alpha_rarefaction_5526_6.txt	5526	6	113.0	91.0	115.0	131.0	104.0	116.0	54.0	85.0	80.0	104.0	97.0	51.0	72.0	59.0	69.0	104.0	34.0	94.0
alpha_rarefaction_5526_7.txt	5526	7	110.0	89.0	113.0	123.0	104.0	116.0	57.0	83.0	81.0	104.0	100.0	51.0	71.0	61.0	73.0	109.0	31.0	97.0
alpha_rarefaction_5526_8.txt	5526	8	111.0	95.0	115.0	125.0	101.0	121.0	49.0	85.0	81.0	100.0	101.0	52.0	67.0	59.0	70.0	105.0	34.0	97.0
alpha_rarefaction_5526_9.txt	5526	9	113.0	93.0	117.0	125.0	101.0	117.0	55.0	85.0	82.0	101.0	100.0	52.0	70.0	60.0	72.0	106.0	38.0	94.0
alpha_rarefaction_6314_0.txt	6314	0	109.0	95.0	115.0	129.0	106.0	121.0	56.0	88.0	83.0	102.0	101.0	54.0	70.0	64.0	77.0	106.0	38.0	95.0
alpha_rarefaction_6314_1.txt	6314	1	114.0	96.0	118.0	131.0	105.0	120.0	54.0	87.0	82.0	103.0	100.0	57.0	70.0	57.0	75.0	108.0	38.0	94.0
alpha_rarefaction_6314_2.txt	6314	2	115.0	92.0	116.0	129.0	106.0	121.0	58.0	85.0	83.0	104.0	102.0	55.0	66.0	64.0	79.0	105.0	39.0	97.0
alpha_rarefaction_6314_3.txt	6314	3	116.0	94.0	120.0	129.0	104.0	122.0	55.0	85.0	82.0	104.0	101.0	54.0	73.0	60.0	76.0	111.0	41.0	96.0
alpha_rarefaction_6314_4.txt	6314	4	114.0	96.0	115.0	129.0	109.0	123.0	56.0	87.0	81.0	104.0	102.0	55.0	68.0	63.0	75.0	105.0	38.0	99.0
alpha_rarefaction_6314_5.txt	6314	5	115.0	95.0	117.0	128.0	105.0	120.0	55.0	86.0	80.0	103.0	102.0	54.0	73.0	64.0	76.0	113.0	38.0	97.0
alpha_rarefaction_6314_6.txt	6314	6	115.0	96.0	116.0	128.0	108.0	119.0	55.0	83.0	83.0	104.0	102.0	56.0	69.0	58.0	78.0	108.0	35.0	96.0
alpha_rarefaction_6314_7.txt	6314	7	118.0	97.0	116.0	129.0	106.0	121.0	53.0	85.0	84.0	103.0	97.0	51.0	71.0	62.0	77.0	113.0	39.0	94.0
alpha_rarefaction_6314_8.txt	6314	8	117.0	95.0	118.0	133.0	108.0	121.0	57.0	84.0	84.0	105.0	102.0	56.0	71.0	63.0	74.0	110.0	39.0	97.0
alpha_rarefaction_6314_9.txt	6314	9	112.0	94.0	116.0	130.0	106.0	117.0	54.0	86.0	83.0	104.0	104.0	54.0	69.0	63.0	77.0	109.0	40.0	98.0
alpha_rarefaction_7102_0.txt	7102	0	117.0	98.0	119.0	131.0	109.0	125.0	58.0	87.0	81.0	105.0	102.0	58.0	72.0	66.0	78.0	114.0	41.0	99.0
alpha_rarefaction_7102_1.txt	7102	1	118.0	96.0	120.0	131.0	110.0	120.0	58.0	87.0	85.0	103.0	104.0	56.0	71.0	65.0	78.0	112.0	39.0	96.0
alpha_rarefaction_7102_2.txt	7102	2	117.0	98.0	120.0	129.0	108.0	122.0	58.0	90.0	85.0	104.0	103.0	57.0	71.0	59.0	78.0	111.0	38.0	97.0
alpha_rarefaction_7102_3.txt	7102	3	117.0	98.0	119.0	131.0	110.0	125.0	55.0	85.0	82.0	106.0	104.0	59.0	71.0	64.0	76.0	114.0	41.0	97.0
alpha_rarefaction_7102_4.txt	7102	4	116.0	97.0	120.0	127.0	108.0	124.0	56.0	87.0	84.0	105.0	103.0	58.0	71.0	65.0	78.0	111.0	39.0	98.0
alpha_rarefaction_7102_5.txt	7102	5	117.0	95.0	117.0	131.0	110.0	122.0	56.0	90.0	85.0	104.0	102.0	54.0	72.0	63.0	79.0	113.0	40.0	97.0
alpha_rarefaction_7102_6.txt	7102	6	116.0	96.0	121.0	132.0	107.0	125.0	56.0	89.0	85.0	105.0	102.0	56.0	73.0	65.0	78.0	112.0	38.0	97.0
alpha_rarefaction_7102_7.txt	7102	7	116.0	97.0	119.0	132.0	111.0	124.0	55.0	88.0	84.0	104.0	102.0	58.0	70.0	64.0	75.0	111.0	40.0	97.0
alpha_rarefaction_7102_8.txt	7102	8	117.0	95.0	118.0	132.0	110.0	123.0	55.0	89.0	85.0	103.0	104.0	57.0	73.0	64.0	76.0	112.0	39.0	97.0
alpha_rarefaction_7102_9.txt	7102	9	117.0	96.0	118.0	131.0	110.0	124.0	57.0	89.0	83.0	106.0	104.0	57.0	72.0	63.0	75.0	113.0	40.0	97.0
alpha_rarefaction_7890_0.txt	7890	0	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	80.0	114.0	41.0	99.0
alpha_rarefaction_7890_1.txt	7890	1	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	80.0	114.0	41.0	99.0
alpha_rarefaction_7890_2.txt	7890	2	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	80.0	113.0	41.0	99.0
alpha_rarefaction_7890_3.txt	7890	3	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	80.0	114.0	41.0	99.0
alpha_rarefaction_7890_4.txt	7890	4	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	66.0	80.0	114.0	41.0	99.0
alpha_rarefaction_7890_5.txt	7890	5	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	80.0	114.0	41.0	99.0
alpha_rarefaction_7890_6.txt	7890	6	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	80.0	114.0	41.0	99.0
alpha_rarefaction_7890_7.txt	7890	7	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	79.0	114.0	41.0	99.0
alpha_rarefaction_7890_8.txt	7890	8	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	80.0	114.0	41.0	99.0
alpha_rarefaction_7890_9.txt	7890	9	119.0	99.0	121.0	133.0	112.0	125.0	58.0	90.0	85.0	106.0	104.0	59.0	73.0	67.0	80.0	114.0	41.0	99.0
