	sequences per sample	iteration	T1	TS4	T9	T2	MN15	MN12	SM2	MN13	MT213	TL1	SM4	MT210	MT209	TS6	TS8	TL2	SM5	TL3
alpha_rarefaction_1586_8.txt	1586	8	96.1111111111	70.3333333333	107.153846154	114.083333333	119.875	101.176470588	46.0	68.3333333333	98.5	82.1	82.8333333333	35.4285714286	76.8571428571	63.8571428571	62.0	114.142857143	39.2	104.333333333
alpha_rarefaction_1586_9.txt	1586	9	101.0	85.4615384615	95.6153846154	112.714285714	103.666666667	110.105263158	59.6666666667	64.0	94.5	104.0	89.5263157895	46.2	52.6	57.125	64.8571428571	96.375	23.5	93.1538461538
alpha_rarefaction_2374_0.txt	2374	0	128.909090909	93.25	116.0	111.8	106.0	120.230769231	49.0	88.0	78.3333333333	99.9090909091	81.3157894737	52.6	69.375	43.0	78.1428571429	116.6	37.5	111.111111111
alpha_rarefaction_2374_1.txt	2374	1	116.214285714	87.875	107.176470588	127.117647059	87.1538461538	124.666666667	47.75	72.5	86.1	102.909090909	108.214285714	78.0	80.0	63.4285714286	84.625	104.875	32.6	90.5
alpha_rarefaction_2374_2.txt	2374	2	106.571428571	93.0714285714	110.2	142.071428571	126.272727273	112.4375	47.6666666667	77.8571428571	79.3333333333	101.153846154	108.9375	79.0	78.4285714286	50.3333333333	66.0	103.0	54.0	101.333333333
alpha_rarefaction_2374_3.txt	2374	3	99.7692307692	95.0	175.0	118.666666667	98.0	123.0	49.2727272727	89.1428571429	79.75	95.2307692308	100.5	62.0	70.125	62.2	127.0	104.1	32.2	94.0909090909
alpha_rarefaction_2374_4.txt	2374	4	103.176470588	75.6875	107.875	128.0	107.214285714	113.0	52.0769230769	87.1428571429	76.2307692308	112.75	107.0	64.4285714286	71.75	64.0	61.0	108.25	33.2	98.0
alpha_rarefaction_2374_5.txt	2374	5	110.647058824	93.375	126.3125	127.230769231	100.230769231	122.117647059	43.5	101.6	87.0	107.125	109.882352941	59.0	64.0909090909	49.6666666667	92.1666666667	119.666666667	42.0	101.1
alpha_rarefaction_2374_6.txt	2374	6	102.25	93.4615384615	110.4	121.833333333	89.2142857143	114.461538462	55.6	77.1	88.375	108.0	112.0	57.0	72.3333333333	56.5	57.0	109.0	37.5	86.0
alpha_rarefaction_2374_7.txt	2374	7	123.0	87.4285714286	102.0	132.0	88.1538461538	146.111111111	51.0	75.1111111111	74.0	97.5714285714	85.5	54.5	74.6	46.0	104.428571429	100.75	45.6	102.25
alpha_rarefaction_2374_8.txt	2374	8	101.571428571	81.7692307692	117.4	123.769230769	121.5	130.0	46.6	89.0	82.0	114.1	94.4375	102.333333333	64.5	61.1111111111	79.25	113.285714286	37.1666666667	87.0
alpha_rarefaction_2374_9.txt	2374	9	124.894736842	88.5	139.0	137.882352941	84.5454545455	119.8	92.5	81.1428571429	92.3333333333	103.909090909	103.647058824	39.0	89.5	64.0	69.0	128.166666667	30.5	97.0
alpha_rarefaction_3162_0.txt	3162	0	114.157894737	103.0	113.555555556	147.076923077	109.0	122.588235294	85.0	96.0	104.25	94.2	98.2142857143	80.0	60.0	56.6666666667	127.666666667	116.25	35.4285714286	116.25
alpha_rarefaction_3162_1.txt	3162	1	105.066666667	112.0	112.285714286	122.769230769	137.25	122.055555556	70.4285714286	95.0	81.9090909091	103.066666667	114.3	56.0	68.6666666667	70.6666666667	81.1428571429	146.0	46.0	94.0
alpha_rarefaction_3162_2.txt	3162	2	127.9375	85.1764705882	129.111111111	119.2	117.0	145.545454545	46.8571428571	73.1	82.3636363636	104.333333333	90.0	50.1	77.3333333333	146.0	80.1	109.0	36.2	100.75
alpha_rarefaction_3162_3.txt	3162	3	121.666666667	109.0	143.363636364	134.0	120.625	133.066666667	53.75	91.1111111111	92.75	109.833333333	96.5	56.6	76.0	53.5833333333	88.0833333333	102.066666667	27.0	96.0769230769
alpha_rarefaction_3162_4.txt	3162	4	130.333333333	100.0	114.0	127.461538462	133.111111111	108.0	62.0	121.75	83.7142857143	100.75	89.1764705882	53.1111111111	66.2307692308	59.1	89.0	131.111111111	33.0	91.8125
alpha_rarefaction_3162_5.txt	3162	5	111.666666667	140.0	127.083333333	132.0	105.0	122.0	55.0666666667	81.5	82.4615384615	111.857142857	96.65	57.1428571429	72.8	92.75	151.0	117.0	40.1666666667	96.7142857143
alpha_rarefaction_3162_6.txt	3162	6	125.6	94.8333333333	110.476190476	116.714285714	99.6666666667	119.047619048	57.9090909091	114.25	80.5833333333	99.1	101.8125	57.0	66.0	77.0	93.5	110.0	32.1111111111	99.0769230769
alpha_rarefaction_3162_7.txt	3162	7	135.166666667	95.5714285714	139.363636364	126.4	119.076923077	138.25	66.6666666667	87.125	107.333333333	95.6470588235	91.9285714286	52.0	74.0	63.1666666667	61.2727272727	103.75	47.6	89.0909090909
alpha_rarefaction_3162_8.txt	3162	8	115.789473684	89.3636363636	122.333333333	180.125	109.461538462	131.4	57.2307692308	73.1428571429	78.5	98.1111111111	103.636363636	75.6666666667	69.0	135.5	95.1111111111	114.0	40.0	104.0
alpha_rarefaction_3162_9.txt	3162	9	122.428571429	92.0	128.090909091	173.5	102.769230769	128.5	46.6	90.6	80.1428571429	108.909090909	107.235294118	112.0	67.0	69.8571428571	96.5	105.909090909	57.25	95.8
alpha_rarefaction_3950_0.txt	3950	0	132.4	107.083333333	121.4	132.272727273	112.333333333	116.714285714	83.6666666667	94.0	82.6666666667	102.066666667	109.588235294	51.25	91.25	79.5	87.6	104.545454545	33.25	93.1111111111
alpha_rarefaction_3950_1.txt	3950	1	120.5	94.7142857143	147.833333333	128.4	102.615384615	116.157894737	58.1	97.0	79.2142857143	109.333333333	114.0	75.6666666667	80.1666666667	77.75	77.6153846154	114.3	78.5	110.0
alpha_rarefaction_3950_2.txt	3950	2	139.428571429	88.6875	128.0	136.769230769	117.272727273	126.5	56.0909090909	102.375	89.0	109.571428571	101.142857143	60.6	81.6	70.0	96.3333333333	125.1	72.0	94.75
alpha_rarefaction_3950_3.txt	3950	3	119.090909091	96.9090909091	120.2	152.333333333	122.666666667	123.588235294	60.0	93.1428571429	82.1111111111	100.0	108.157894737	59.2	78.1428571429	47.1111111111	94.0	106.571428571	51.3333333333	95.0
alpha_rarefaction_3950_4.txt	3950	4	169.666666667	83.0	124.8125	159.6	113.071428571	121.666666667	49.0909090909	110.25	86.0	129.0	98.0	63.0	80.0	76.8571428571	80.5	117.0	58.0	105.125
alpha_rarefaction_3950_5.txt	3950	5	115.588235294	106.090909091	127.153846154	128.666666667	115.25	129.647058824	74.1111111111	90.6	95.0	108.333333333	106.4	75.25	85.1428571429	83.5	86.3	127.3	33.6666666667	102.375
alpha_rarefaction_3950_6.txt	3950	6	138.1	114.090909091	129.25	126.153846154	105.555555556	114.5	63.0	96.0	82.0769230769	121.142857143	115.25	65.125	73.1666666667	71.4285714286	81.1538461538	115.0	43.0	105.125
alpha_rarefaction_3950_7.txt	3950	7	155.142857143	101.272727273	118.4	138.0	160.0	126.5	55.8	108.5	78.4375	116.833333333	96.5625	45.1428571429	77.1428571429	74.0	84.0833333333	111.1	45.0	112.111111111
alpha_rarefaction_3950_8.txt	3950	8	133.0	99.2727272727	117.058823529	142.083333333	107.4375	118.666666667	59.1	110.666666667	98.8571428571	104.5	107.4	68.0	76.75	84.0	95.5454545455	112.3	38.1428571429	108.125
alpha_rarefaction_3950_9.txt	3950	9	109.0	86.0909090909	112.176470588	166.272727273	144.333333333	125.0	64.0	96.1428571429	77.0	121.1	124.071428571	63.0	69.1111111111	62.6666666667	81.0	137.111111111	47.5	114.0
alpha_rarefaction_4738_0.txt	4738	0	123.866666667	97.75	119.666666667	147.0	141.875	120.666666667	80.6	99.0	88.75	100.647058824	102.5	59.125	76.75	86.0	93.6666666667	121.272727273	45.4285714286	99.875
alpha_rarefaction_4738_1.txt	4738	1	124.5	108.25	131.5	145.428571429	100.0	131.0	56.0	120.0	92.0	125.5	107.058823529	54.5	68.6666666667	109.5	93.2142857143	129.428571429	40.2	103.25
alpha_rarefaction_4738_2.txt	4738	2	119.6875	109.5	131.153846154	141.461538462	131.1	139.3	57.5	106.5	93.75	100.235294118	104.0	60.0	75.0	133.2	107.8	109.5625	46.0	95.75
alpha_rarefaction_4738_3.txt	4738	3	131.0	103.545454545	123.875	145.0	165.428571429	132.769230769	52.6666666667	104.375	88.5454545455	111.333333333	96.0769230769	81.0	74.6	64.1666666667	87.4615384615	117.272727273	48.2	101.875
alpha_rarefaction_4738_4.txt	4738	4	127.071428571	94.5714285714	118.076923077	159.111111111	112.0	127.555555556	64.0	96.5	95.1	102.588235294	105.928571429	88.0	76.25	90.625	88.2307692308	135.625	44.1666666667	102.428571429
alpha_rarefaction_4738_5.txt	4738	5	158.333333333	102.0	126.666666667	151.0	104.0	133.071428571	70.0	89.5454545455	83.0	101.0	108.928571429	62.9090909091	82.0	94.1428571429	86.5	127.230769231	47.0	97.75
alpha_rarefaction_4738_6.txt	4738	6	161.333333333	96.0	123.2	196.857142857	111.833333333	130.4	56.125	111.0	86.5	107.5	106.928571429	72.5	86.5	91.25	79.5555555556	115.153846154	46.0	103.75
alpha_rarefaction_4738_7.txt	4738	7	137.272727273	111.1	127.3	154.545454545	123.0	127.666666667	75.1111111111	94.0	86.6666666667	129.142857143	111.153846154	61.125	73.2	79.4285714286	97.2	122.5	142.0	105.545454545
alpha_rarefaction_4738_8.txt	4738	8	119.047619048	102.545454545	124.5	143.083333333	114.866666667	132.0	64.0	115.2	80.0769230769	107.75	118.25	62.0	83.1666666667	78.375	114.111111111	131.090909091	36.8	106.75
alpha_rarefaction_4738_9.txt	4738	9	118.4	119.090909091	123.0	148.428571429	104.875	119.0	69.5	130.2	89.0	109.545454545	102.230769231	63.3333333333	68.4	106.5	79.8333333333	130.428571429	43.8571428571	96.6
alpha_rarefaction_5526_0.txt	5526	0	126.0	120.0	129.615384615	148.083333333	137.5	146.076923077	59.0909090909	124.142857143	95.75	110.5	114.272727273	68.0	76.0	105.166666667	88.65	118.363636364	42.5	101.857142857
alpha_rarefaction_5526_1.txt	5526	1	129.5	94.5833333333	124.461538462	157.0	115.4	139.071428571	61.5	92.1111111111	90.5833333333	126.375	113.545454545	71.8571428571	73.0	134.2	88.8666666667	123.1	48.1428571429	109.125
alpha_rarefaction_5526_2.txt	5526	2	120.75	102.75	131.0	169.875	152.142857143	127.555555556	67.0	93.125	87.0909090909	103.0	112.6	83.0	88.2	74.3	91.0	112.230769231	46.25	108.2
alpha_rarefaction_5526_3.txt	5526	3	126.0	98.5555555556	124.230769231	132.461538462	141.909090909	133.833333333	60.2727272727	120.25	85.75	105.5	106.5	79.25	100.0	102.166666667	82.3529411765	124.0	67.3333333333	107.111111111
alpha_rarefaction_5526_4.txt	5526	4	131.083333333	119.0	118.2	141.111111111	165.0	136.0	78.0	126.75	81.5	102.8125	109.461538462	82.1428571429	72.0	105.857142857	105.5	131.083333333	60.75	98.0
alpha_rarefaction_5526_5.txt	5526	5	115.0	97.0	122.5	151.3	123.0	129.4	72.1428571429	109.428571429	88.75	128.428571429	114.153846154	65.9090909091	76.1666666667	90.875	94.0	124.666666667	42.4285714286	108.75
alpha_rarefaction_5526_6.txt	5526	6	132.090909091	110.090909091	136.0	164.461538462	139.1	125.714285714	69.0	104.125	91.6666666667	113.230769231	110.125	81.6	94.6666666667	92.0	96.6	128.428571429	41.2	101.333333333
alpha_rarefaction_5526_7.txt	5526	7	131.0	99.0	117.125	132.714285714	140.25	123.5	65.75	121.0	87.0	116.363636364	107.5	73.6666666667	89.2	107.0	91.0714285714	120.4	36.6	104.333333333
alpha_rarefaction_5526_8.txt	5526	8	128.5	128.333333333	125.2	139.615384615	133.5	146.0	50.6153846154	127.0	84.9285714286	112.0	110.066666667	63.3333333333	73.0	86.1428571429	93.0	115.461538462	38.0	108.0
alpha_rarefaction_5526_9.txt	5526	9	136.076923077	108.833333333	127.2	142.5	120.461538462	134.272727273	79.4285714286	102.0	93.6666666667	108.5	112.666666667	71.0	79.1666666667	129.0	103.909090909	129.333333333	51.0	98.0
alpha_rarefaction_6314_0.txt	6314	0	121.363636364	110.833333333	127.0	148.090909091	139.833333333	132.769230769	65.75	123.0	91.2727272727	106.583333333	109.272727273	71.1	75.1428571429	97.0	91.0555555556	114.75	57.5	100.142857143
alpha_rarefaction_6314_1.txt	6314	1	135.0	115.25	137.0	152.428571429	132.272727273	132.75	63.75	108.375	85.6666666667	111.75	110.461538462	107.0	81.0	72.0	102.083333333	120.214285714	83.5	95.6666666667
alpha_rarefaction_6314_2.txt	6314	2	145.0	104.0	123.0	169.625	129.076923077	130.5625	71.125	104.125	86.9285714286	106.8125	117.545454545	76.8571428571	75.0	118.166666667	96.1052631579	126.857142857	54.6	108.0
alpha_rarefaction_6314_3.txt	6314	3	128.352941176	107.153846154	135.545454545	159.0	122.071428571	138.153846154	64.1	100.111111111	120.25	107.928571429	113.0	89.0	84.1428571429	102.0	86.0	124.571428571	50.75	102.0
alpha_rarefaction_6314_4.txt	6314	4	164.142857143	107.4	121.0	141.352941176	142.461538462	138.0	76.0	108.375	84.4615384615	107.928571429	109.5	70.3	71.5	117.166666667	89.8823529412	120.111111111	60.75	105.875
alpha_rarefaction_6314_5.txt	6314	5	143.111111111	109.0	132.111111111	140.214285714	137.5	143.0	61.0	103.0	86.875	106.928571429	109.5	75.375	86.0	89.6666666667	87.55	131.071428571	51.2	100.111111111
alpha_rarefaction_6314_6.txt	6314	6	130.0	117.083333333	124.75	142.0	141.833333333	129.928571429	70.0	96.125	89.5	109.2	110.571428571	91.0	80.0	92.2	98.0	163.2	38.5	118.75
alpha_rarefaction_6314_7.txt	6314	7	134.235294118	126.25	123.583333333	146.769230769	146.6	129.0	57.0909090909	104.125	92.2727272727	106.666666667	106.75	108.0	84.2	98.1428571429	95.75	144.909090909	52.0	96.3333333333
alpha_rarefaction_6314_8.txt	6314	8	135.071428571	112.769230769	126.0	162.25	135.0	140.0	65.2727272727	105.857142857	95.6666666667	110.5	112.909090909	86.0	80.1666666667	102.428571429	87.5882352941	136.25	48.4285714286	102.0
alpha_rarefaction_6314_9.txt	6314	9	122.2	104.2	129.333333333	157.6	146.6	121.875	65.1428571429	117.666666667	91.2727272727	107.666666667	116.214285714	84.0	74.1428571429	86.3333333333	100.214285714	128.0	53.0	104.875
alpha_rarefaction_7102_0.txt	7102	0	134.5	115.272727273	128.1	147.153846154	134.0	144.090909091	67.1	108.857142857	84.2727272727	108.0	107.571428571	81.75	85.2	120.166666667	91.5882352941	135.0	59.2	106.857142857
alpha_rarefaction_7102_1.txt	7102	1	139.083333333	105.066666667	137.0	143.666666667	144.363636364	127.5	73.0	106.125	90.5	106.0	125.375	84.5	82.0	104.428571429	89.6666666667	127.833333333	45.875	98.625
alpha_rarefaction_7102_2.txt	7102	2	126.5625	115.5	127.583333333	152.0	150.0	130.5	65.8	113.75	92.8	111.333333333	107.588235294	92.0	82.0	80.8571428571	90.8333333333	130.0	49.0	108.25
alpha_rarefaction_7102_3.txt	7102	3	144.6	108.058823529	131.0	147.153846154	143.833333333	146.0	61.0	100.0	95.0	109.4375	114.909090909	101.166666667	80.1666666667	92.875	90.8823529412	135.0	67.25	100.5
alpha_rarefaction_7102_4.txt	7102	4	130.615384615	112.833333333	133.333333333	138.769230769	151.5	139.833333333	61.0	106.125	92.6666666667	109.4	113.5	79.0	84.75	99.5	98.0	126.833333333	48.1666666667	105.857142857
alpha_rarefaction_7102_5.txt	7102	5	133.153846154	110.833333333	121.583333333	144.125	149.545454545	145.75	64.25	123.0	89.7142857143	107.0	108.0	82.5	79.8571428571	96.0	98.1176470588	132.25	53.0	104.5
alpha_rarefaction_7102_6.txt	7102	6	125.5625	105.714285714	133.363636364	153.230769231	144.8	135.058823529	65.75	112.75	92.0909090909	109.583333333	106.875	81.5	82.4285714286	101.142857143	90.1578947368	133.0	45.5	103.0
alpha_rarefaction_7102_7.txt	7102	7	129.571428571	111.615384615	130.333333333	153.230769231	147.25	139.833333333	61.6	119.666666667	90.0	110.6	109.0	81.1	103.0	110.0	87.3529411765	128.272727273	62.75	101.0
alpha_rarefaction_7102_8.txt	7102	8	127.058823529	103.571428571	133.111111111	147.0	150.6	136.909090909	63.25	112.75	91.5	106.6	116.0	84.1428571429	84.0	97.0	89.5882352941	126.615384615	48.1666666667	103.0
alpha_rarefaction_7102_9.txt	7102	9	138.083333333	124.111111111	127.1	150.25	133.4	138.25	65.6666666667	112.75	85.4	112.6	116.363636364	78.375	81.1666666667	105.166666667	84.5	141.111111111	62.75	101.5
alpha_rarefaction_7890_0.txt	7890	0	131.666666667	112.153846154	131.5	147.0	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	92.1578947368	135.0	54.0	106.5
alpha_rarefaction_7890_1.txt	7890	1	131.666666667	112.153846154	131.5	147.0	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	94.0555555556	135.0	54.0	106.5
alpha_rarefaction_7890_2.txt	7890	2	131.666666667	112.153846154	131.5	147.0	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	92.1578947368	132.0	54.0	106.5
alpha_rarefaction_7890_3.txt	7890	3	131.666666667	112.153846154	131.5	147.0	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	92.1578947368	135.0	54.0	106.5
alpha_rarefaction_7890_4.txt	7890	4	131.666666667	112.153846154	131.5	152.461538462	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	97.625	92.1578947368	135.0	52.1428571429	106.5
alpha_rarefaction_7890_5.txt	7890	5	131.666666667	112.153846154	131.5	147.0	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	92.1578947368	135.0	54.0	106.5
alpha_rarefaction_7890_6.txt	7890	6	131.666666667	112.153846154	131.5	149.5	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	92.1578947368	135.0	54.0	106.5
alpha_rarefaction_7890_7.txt	7890	7	131.666666667	112.153846154	131.5	147.0	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	90.0526315789	135.0	54.0	106.5
alpha_rarefaction_7890_8.txt	7890	8	131.666666667	112.153846154	131.5	147.0	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	92.1578947368	135.0	54.0	106.5
alpha_rarefaction_7890_9.txt	7890	9	131.666666667	112.153846154	131.5	147.0	141.076923077	137.75	66.6666666667	113.75	89.5833333333	110.090909091	111.583333333	94.0	86.2	101.5	92.1578947368	135.0	54.0	106.5
