	sequences per sample	iteration	TL3	T2	TL2	TL1	TS8	MT209	T9	T1	MN13	MN12	MN15	SM2	MT213	TS4	SM4	MT210	SM5	TS6
alpha_rarefaction_2568_8.txt	2568	8	18.0	23.0	21.0	17.0	23.0	21.0	37.0	29.0	37.0	43.0	23.0	22.0	18.0	36.0	34.0	11.0	9.0	21.0
alpha_rarefaction_2568_9.txt	2568	9	20.0	26.0	30.0	16.0	33.0	19.0	42.0	24.0	30.0	29.0	29.0	17.0	18.0	34.0	29.0	11.0	10.0	20.0
alpha_rarefaction_3847_0.txt	3847	0	14.0	15.0	24.0	17.0	33.0	14.0	36.0	30.0	26.0	38.0	25.0	23.0	17.0	30.0	29.0	17.0	6.0	25.0
alpha_rarefaction_3847_1.txt	3847	1	14.0	28.0	26.0	17.0	24.0	9.0	28.0	26.0	22.0	35.0	21.0	21.0	13.0	29.0	25.0	20.0	8.0	28.0
alpha_rarefaction_3847_2.txt	3847	2	14.0	25.0	20.0	21.0	27.0	15.0	29.0	29.0	29.0	25.0	26.0	17.0	15.0	28.0	25.0	12.0	9.0	22.0
alpha_rarefaction_3847_3.txt	3847	3	19.0	29.0	23.0	13.0	23.0	17.0	34.0	33.0	35.0	44.0	27.0	26.0	17.0	32.0	28.0	8.0	15.0	22.0
alpha_rarefaction_3847_4.txt	3847	4	14.0	26.0	16.0	18.0	37.0	14.0	26.0	33.0	30.0	23.0	25.0	21.0	14.0	31.0	32.0	13.0	11.0	28.0
alpha_rarefaction_3847_5.txt	3847	5	14.0	19.0	15.0	18.0	27.0	17.0	38.0	24.0	32.0	32.0	30.0	27.0	13.0	27.0	25.0	14.0	9.0	34.0
alpha_rarefaction_3847_6.txt	3847	6	21.0	22.0	23.0	19.0	25.0	15.0	33.0	26.0	34.0	26.0	21.0	22.0	18.0	35.0	39.0	17.0	7.0	25.0
alpha_rarefaction_3847_7.txt	3847	7	13.0	23.0	21.0	18.0	29.0	18.0	31.0	20.0	22.0	33.0	33.0	16.0	7.0	25.0	25.0	14.0	9.0	24.0
alpha_rarefaction_3847_8.txt	3847	8	19.0	23.0	25.0	19.0	29.0	15.0	38.0	25.0	24.0	35.0	18.0	16.0	16.0	27.0	25.0	11.0	11.0	33.0
alpha_rarefaction_3847_9.txt	3847	9	14.0	19.0	18.0	12.0	35.0	15.0	24.0	31.0	29.0	31.0	24.0	13.0	15.0	31.0	28.0	11.0	14.0	23.0
alpha_rarefaction_5126_0.txt	5126	0	16.0	16.0	21.0	13.0	37.0	12.0	26.0	18.0	29.0	34.0	30.0	22.0	17.0	32.0	25.0	16.0	13.0	33.0
alpha_rarefaction_5126_1.txt	5126	1	25.0	26.0	22.0	15.0	34.0	15.0	32.0	24.0	35.0	28.0	36.0	24.0	17.0	38.0	21.0	17.0	14.0	24.0
alpha_rarefaction_5126_2.txt	5126	2	19.0	19.0	25.0	13.0	33.0	16.0	32.0	21.0	31.0	21.0	30.0	21.0	14.0	37.0	34.0	13.0	14.0	31.0
alpha_rarefaction_5126_3.txt	5126	3	19.0	27.0	15.0	15.0	34.0	10.0	32.0	21.0	34.0	39.0	28.0	15.0	14.0	33.0	19.0	14.0	11.0	32.0
alpha_rarefaction_5126_4.txt	5126	4	25.0	23.0	18.0	10.0	38.0	20.0	23.0	21.0	24.0	31.0	24.0	22.0	14.0	25.0	30.0	16.0	16.0	24.0
alpha_rarefaction_5126_5.txt	5126	5	16.0	22.0	19.0	16.0	34.0	13.0	36.0	25.0	36.0	33.0	26.0	18.0	19.0	34.0	29.0	17.0	14.0	28.0
alpha_rarefaction_5126_6.txt	5126	6	17.0	22.0	28.0	14.0	23.0	20.0	29.0	16.0	25.0	43.0	31.0	19.0	15.0	27.0	22.0	14.0	15.0	27.0
alpha_rarefaction_5126_7.txt	5126	7	25.0	21.0	23.0	10.0	29.0	14.0	25.0	22.0	35.0	35.0	29.0	15.0	19.0	31.0	34.0	11.0	11.0	17.0
alpha_rarefaction_5126_8.txt	5126	8	18.0	21.0	20.0	12.0	34.0	13.0	29.0	18.0	31.0	33.0	25.0	29.0	10.0	34.0	17.0	11.0	7.0	23.0
alpha_rarefaction_5126_9.txt	5126	9	20.0	24.0	27.0	14.0	33.0	8.0	31.0	20.0	30.0	36.0	27.0	16.0	14.0	27.0	24.0	12.0	8.0	34.0
alpha_rarefaction_6405_0.txt	6405	0	15.0	22.0	28.0	16.0	39.0	12.0	26.0	12.0	23.0	35.0	28.0	25.0	11.0	30.0	22.0	15.0	14.0	34.0
alpha_rarefaction_6405_1.txt	6405	1	16.0	23.0	20.0	10.0	31.0	11.0	18.0	18.0	31.0	39.0	29.0	27.0	20.0	38.0	29.0	15.0	13.0	33.0
alpha_rarefaction_6405_2.txt	6405	2	18.0	20.0	25.0	10.0	36.0	13.0	34.0	20.0	30.0	36.0	29.0	20.0	18.0	28.0	21.0	16.0	13.0	23.0
alpha_rarefaction_6405_3.txt	6405	3	16.0	24.0	24.0	19.0	31.0	13.0	40.0	16.0	30.0	33.0	26.0	24.0	19.0	28.0	36.0	16.0	14.0	16.0
alpha_rarefaction_6405_4.txt	6405	4	16.0	29.0	25.0	12.0	33.0	12.0	26.0	14.0	36.0	39.0	27.0	22.0	10.0	20.0	24.0	20.0	11.0	36.0
alpha_rarefaction_6405_5.txt	6405	5	16.0	20.0	18.0	15.0	27.0	12.0	34.0	13.0	25.0	25.0	27.0	24.0	15.0	28.0	35.0	14.0	10.0	31.0
alpha_rarefaction_6405_6.txt	6405	6	20.0	27.0	26.0	17.0	34.0	14.0	37.0	26.0	34.0	35.0	27.0	27.0	14.0	36.0	32.0	18.0	14.0	27.0
alpha_rarefaction_6405_7.txt	6405	7	14.0	22.0	24.0	15.0	31.0	16.0	27.0	20.0	35.0	35.0	32.0	16.0	13.0	30.0	28.0	16.0	11.0	29.0
alpha_rarefaction_6405_8.txt	6405	8	20.0	22.0	29.0	19.0	27.0	13.0	29.0	15.0	35.0	36.0	30.0	33.0	9.0	30.0	26.0	17.0	12.0	35.0
alpha_rarefaction_6405_9.txt	6405	9	24.0	26.0	25.0	10.0	38.0	10.0	22.0	11.0	28.0	32.0	37.0	21.0	14.0	35.0	26.0	13.0	12.0	32.0
alpha_rarefaction_7684_0.txt	7684	0	13.0	23.0	21.0	13.0	34.0	19.0	22.0	18.0	30.0	40.0	28.0	22.0	9.0	26.0	28.0	14.0	15.0	27.0
alpha_rarefaction_7684_1.txt	7684	1	22.0	19.0	24.0	13.0	31.0	18.0	28.0	17.0	23.0	38.0	25.0	21.0	10.0	31.0	24.0	13.0	10.0	30.0
alpha_rarefaction_7684_2.txt	7684	2	19.0	20.0	25.0	19.0	31.0	10.0	24.0	11.0	32.0	28.0	23.0	24.0	7.0	37.0	24.0	18.0	15.0	26.0
alpha_rarefaction_7684_3.txt	7684	3	14.0	16.0	27.0	14.0	35.0	10.0	25.0	18.0	33.0	29.0	37.0	20.0	18.0	25.0	24.0	22.0	10.0	34.0
alpha_rarefaction_7684_4.txt	7684	4	20.0	23.0	24.0	11.0	40.0	13.0	32.0	10.0	34.0	29.0	31.0	25.0	8.0	30.0	26.0	16.0	20.0	36.0
alpha_rarefaction_7684_5.txt	7684	5	17.0	17.0	21.0	15.0	39.0	15.0	22.0	16.0	27.0	43.0	37.0	24.0	13.0	33.0	31.0	11.0	11.0	31.0
alpha_rarefaction_7684_6.txt	7684	6	14.0	20.0	19.0	11.0	29.0	15.0	25.0	22.0	22.0	35.0	34.0	30.0	17.0	31.0	24.0	14.0	17.0	38.0
alpha_rarefaction_7684_7.txt	7684	7	21.0	18.0	15.0	11.0	30.0	15.0	31.0	8.0	31.0	37.0	28.0	25.0	19.0	28.0	26.0	19.0	12.0	28.0
alpha_rarefaction_7684_8.txt	7684	8	20.0	22.0	15.0	14.0	25.0	9.0	20.0	24.0	33.0	29.0	37.0	22.0	22.0	33.0	24.0	13.0	18.0	24.0
alpha_rarefaction_7684_9.txt	7684	9	6.0	18.0	20.0	14.0	38.0	13.0	26.0	13.0	36.0	28.0	30.0	25.0	14.0	32.0	36.0	12.0	17.0	34.0
alpha_rarefaction_8963_0.txt	8963	0	23.0	17.0	21.0	16.0	32.0	11.0	28.0	16.0	30.0	36.0	20.0	22.0	24.0	29.0	28.0	16.0	17.0	25.0
alpha_rarefaction_8963_1.txt	8963	1	18.0	17.0	24.0	17.0	30.0	9.0	31.0	12.0	28.0	34.0	29.0	25.0	12.0	32.0	26.0	20.0	19.0	30.0
alpha_rarefaction_8963_2.txt	8963	2	22.0	16.0	18.0	11.0	31.0	11.0	20.0	14.0	33.0	42.0	25.0	24.0	11.0	36.0	25.0	10.0	11.0	27.0
alpha_rarefaction_8963_3.txt	8963	3	17.0	20.0	22.0	17.0	30.0	14.0	27.0	14.0	37.0	33.0	29.0	21.0	18.0	21.0	26.0	19.0	18.0	25.0
alpha_rarefaction_8963_4.txt	8963	4	20.0	17.0	20.0	12.0	36.0	10.0	32.0	14.0	30.0	36.0	27.0	23.0	12.0	31.0	28.0	14.0	11.0	32.0
alpha_rarefaction_8963_5.txt	8963	5	18.0	20.0	22.0	15.0	37.0	18.0	34.0	11.0	36.0	29.0	27.0	19.0	19.0	30.0	28.0	17.0	17.0	24.0
alpha_rarefaction_8963_6.txt	8963	6	20.0	24.0	25.0	15.0	34.0	13.0	22.0	26.0	37.0	42.0	34.0	23.0	9.0	24.0	31.0	14.0	13.0	28.0
alpha_rarefaction_8963_7.txt	8963	7	15.0	16.0	19.0	14.0	32.0	13.0	28.0	20.0	39.0	34.0	28.0	16.0	17.0	34.0	25.0	14.0	17.0	32.0
alpha_rarefaction_8963_8.txt	8963	8	12.0	17.0	22.0	13.0	38.0	10.0	26.0	12.0	33.0	32.0	33.0	24.0	18.0	31.0	22.0	13.0	14.0	29.0
alpha_rarefaction_8963_9.txt	8963	9	21.0	20.0	18.0	14.0	39.0	10.0	30.0	16.0	32.0	32.0	29.0	25.0	16.0	24.0	33.0	8.0	13.0	43.0
alpha_rarefaction_10242_0.txt	10242	0	21.0	17.0	27.0	10.0	34.0	13.0	22.0	17.0	37.0	31.0	31.0	25.0	13.0	32.0	38.0	15.0	15.0	36.0
alpha_rarefaction_10242_1.txt	10242	1	17.0	21.0	21.0	10.0	32.0	12.0	28.0	19.0	39.0	34.0	32.0	22.0	15.0	26.0	28.0	15.0	14.0	35.0
alpha_rarefaction_10242_2.txt	10242	2	21.0	20.0	25.0	11.0	34.0	14.0	27.0	11.0	28.0	37.0	31.0	25.0	19.0	29.0	27.0	17.0	13.0	33.0
alpha_rarefaction_10242_3.txt	10242	3	14.0	26.0	29.0	14.0	36.0	11.0	25.0	20.0	29.0	37.0	28.0	21.0	14.0	29.0	28.0	17.0	14.0	36.0
alpha_rarefaction_10242_4.txt	10242	4	21.0	14.0	28.0	14.0	29.0	15.0	28.0	9.0	35.0	33.0	32.0	24.0	12.0	27.0	20.0	17.0	9.0	31.0
alpha_rarefaction_10242_5.txt	10242	5	19.0	20.0	24.0	11.0	36.0	10.0	25.0	16.0	31.0	38.0	34.0	24.0	13.0	29.0	18.0	15.0	16.0	31.0
alpha_rarefaction_10242_6.txt	10242	6	18.0	18.0	16.0	17.0	30.0	9.0	30.0	15.0	38.0	37.0	28.0	27.0	16.0	24.0	29.0	18.0	14.0	32.0
alpha_rarefaction_10242_7.txt	10242	7	17.0	20.0	21.0	16.0	29.0	8.0	32.0	13.0	32.0	36.0	33.0	24.0	16.0	25.0	26.0	20.0	22.0	35.0
alpha_rarefaction_10242_8.txt	10242	8	17.0	15.0	33.0	20.0	30.0	13.0	22.0	16.0	38.0	29.0	34.0	20.0	18.0	31.0	23.0	16.0	16.0	27.0
alpha_rarefaction_10242_9.txt	10242	9	16.0	22.0	21.0	13.0	35.0	12.0	27.0	14.0	32.0	33.0	29.0	25.0	17.0	26.0	18.0	13.0	12.0	27.0
alpha_rarefaction_11521_0.txt	11521	0	16.0	23.0	22.0	16.0	33.0	12.0	31.0	11.0	31.0	30.0	31.0	28.0	14.0	31.0	28.0	17.0	12.0	31.0
alpha_rarefaction_11521_1.txt	11521	1	14.0	22.0	26.0	14.0	28.0	18.0	26.0	13.0	35.0	34.0	31.0	25.0	16.0	29.0	38.0	16.0	20.0	37.0
alpha_rarefaction_11521_2.txt	11521	2	18.0	21.0	20.0	12.0	36.0	13.0	29.0	9.0	38.0	23.0	32.0	32.0	12.0	31.0	29.0	16.0	14.0	37.0
alpha_rarefaction_11521_3.txt	11521	3	17.0	17.0	18.0	14.0	33.0	7.0	28.0	15.0	38.0	33.0	33.0	18.0	11.0	27.0	25.0	17.0	13.0	35.0
alpha_rarefaction_11521_4.txt	11521	4	18.0	18.0	26.0	12.0	32.0	14.0	29.0	9.0	37.0	36.0	27.0	23.0	12.0	32.0	29.0	13.0	10.0	35.0
alpha_rarefaction_11521_5.txt	11521	5	15.0	18.0	20.0	12.0	39.0	11.0	26.0	18.0	35.0	30.0	28.0	28.0	12.0	31.0	28.0	14.0	12.0	29.0
alpha_rarefaction_11521_6.txt	11521	6	14.0	19.0	23.0	12.0	32.0	12.0	25.0	17.0	31.0	31.0	29.0	24.0	15.0	27.0	25.0	13.0	14.0	24.0
alpha_rarefaction_11521_7.txt	11521	7	20.0	19.0	25.0	11.0	34.0	12.0	22.0	13.0	35.0	29.0	22.0	16.0	14.0	29.0	26.0	14.0	17.0	39.0
alpha_rarefaction_11521_8.txt	11521	8	20.0	20.0	21.0	16.0	33.0	16.0	27.0	9.0	40.0	37.0	23.0	23.0	12.0	23.0	26.0	17.0	15.0	29.0
alpha_rarefaction_11521_9.txt	11521	9	23.0	21.0	23.0	9.0	33.0	12.0	24.0	13.0	35.0	27.0	31.0	21.0	18.0	37.0	37.0	12.0	18.0	34.0
alpha_rarefaction_12800_0.txt	12800	0	22.0	24.0	28.0	12.0	33.0	11.0	21.0	14.0	39.0	36.0	20.0	30.0	9.0	30.0	34.0	14.0	12.0	36.0
alpha_rarefaction_12800_1.txt	12800	1	19.0	19.0	28.0	10.0	33.0	12.0	30.0	18.0	38.0	32.0	28.0	15.0	15.0	34.0	29.0	15.0	15.0	32.0
alpha_rarefaction_12800_2.txt	12800	2	20.0	23.0	24.0	11.0	33.0	9.0	36.0	11.0	40.0	34.0	30.0	31.0	18.0	30.0	29.0	17.0	16.0	34.0
alpha_rarefaction_12800_3.txt	12800	3	15.0	17.0	20.0	12.0	33.0	19.0	28.0	17.0	37.0	33.0	31.0	23.0	16.0	31.0	26.0	17.0	12.0	32.0
alpha_rarefaction_12800_4.txt	12800	4	19.0	17.0	22.0	11.0	33.0	9.0	21.0	12.0	37.0	26.0	33.0	23.0	13.0	30.0	30.0	17.0	16.0	30.0
alpha_rarefaction_12800_5.txt	12800	5	18.0	16.0	22.0	9.0	33.0	6.0	23.0	19.0	34.0	29.0	23.0	24.0	18.0	28.0	30.0	16.0	13.0	30.0
alpha_rarefaction_12800_6.txt	12800	6	18.0	20.0	18.0	10.0	33.0	13.0	25.0	18.0	31.0	38.0	28.0	19.0	18.0	22.0	30.0	14.0	16.0	31.0
alpha_rarefaction_12800_7.txt	12800	7	17.0	22.0	26.0	10.0	33.0	7.0	22.0	15.0	34.0	33.0	25.0	22.0	9.0	29.0	31.0	17.0	13.0	33.0
alpha_rarefaction_12800_8.txt	12800	8	20.0	19.0	21.0	10.0	33.0	8.0	22.0	15.0	37.0	40.0	28.0	27.0	16.0	25.0	28.0	18.0	16.0	34.0
alpha_rarefaction_12800_9.txt	12800	9	14.0	25.0	22.0	10.0	33.0	14.0	24.0	15.0	36.0	36.0	26.0	25.0	12.0	37.0	27.0	10.0	13.0	34.0
