	sequences per sample	iteration	TL3	T2	TL2	TL1	TS8	MT209	T9	T1	MN13	MN12	MN15	SM2	MT213	TS4	SM4	MT210	SM5	TS6
alpha_rarefaction_10_0.txt	10	0	2.32192809489	2.92192809489	2.52192809489	3.12192809489	2.84643934467	1.72192809489	2.92192809489	3.12192809489	2.84643934467	2.17095059445	2.32192809489	2.32192809489	1.96096404744	2.64643934467	1.48547529723	1.84643934467	1.84643934467	1.0
alpha_rarefaction_10_1.txt	10	1	2.84643934467	2.92192809489	2.92192809489	2.64643934467	1.35677964945	2.32192809489	2.92192809489	3.32192809489	2.24643934467	2.12192809489	1.35677964945	1.72192809489	2.32192809489	2.84643934467	2.24643934467	1.76096404744	0.881290899231	2.24643934467
alpha_rarefaction_10_2.txt	10	2	1.77095059445	3.32192809489	2.92192809489	2.72192809489	2.92192809489	2.16096404744	2.04643934467	3.32192809489	2.72192809489	2.84643934467	2.32192809489	1.57095059445	1.76096404744	2.44643934467	2.12192809489	1.72192809489	1.36096404744	2.12192809489
alpha_rarefaction_10_3.txt	10	3	2.64643934467	3.32192809489	2.32192809489	3.12192809489	1.96096404744	2.37095059445	2.64643934467	3.12192809489	2.44643934467	2.92192809489	2.32192809489	1.48547529723	1.84643934467	2.84643934467	2.17095059445	1.96096404744	1.68547529723	2.52192809489
alpha_rarefaction_10_4.txt	10	4	2.64643934467	3.32192809489	2.64643934467	2.04643934467	1.35677964945	1.57095059445	2.52192809489	2.92192809489	2.64643934467	1.77095059445	1.96096404744	1.36096404744	2.04643934467	2.37095059445	1.84643934467	1.68547529723	1.15677964945	1.97095059445
alpha_rarefaction_10_5.txt	10	5	2.12192809489	2.44643934467	2.32192809489	1.35677964945	2.32192809489	1.77095059445	2.44643934467	2.92192809489	2.44643934467	0.921928094887	2.16096404744	1.97095059445	2.84643934467	2.04643934467	2.44643934467	1.37095059445	1.97095059445	1.89546184424
alpha_rarefaction_10_6.txt	10	6	2.44643934467	2.12192809489	2.17095059445	2.12192809489	2.16096404744	1.15677964945	2.64643934467	2.84643934467	2.92192809489	2.92192809489	2.32192809489	2.12192809489	1.57095059445	2.04643934467	1.57095059445	1.76096404744	1.36096404744	1.68547529723
alpha_rarefaction_10_7.txt	10	7	2.92192809489	3.12192809489	2.84643934467	3.32192809489	2.04643934467	1.77095059445	3.12192809489	2.92192809489	2.52192809489	2.64643934467	1.35677964945	1.89546184424	1.57095059445	1.96096404744	1.68547529723	1.84643934467	1.89546184424	2.32192809489
alpha_rarefaction_10_8.txt	10	8	2.44643934467	2.92192809489	3.12192809489	2.37095059445	2.52192809489	1.57095059445	2.72192809489	2.64643934467	2.72192809489	2.92192809489	2.12192809489	1.96096404744	1.72192809489	2.84643934467	2.24643934467	1.96096404744	1.57095059445	1.97095059445
alpha_rarefaction_10_9.txt	10	9	2.16096404744	2.64643934467	2.84643934467	1.84643934467	2.92192809489	2.12192809489	2.84643934467	2.92192809489	2.64643934467	2.92192809489	2.64643934467	1.76096404744	2.17095059445	2.32192809489	1.84643934467	1.77095059445	1.76096404744	2.32192809489
alpha_rarefaction_1289_0.txt	1289	0	4.20480588473	5.14827507124	4.38315501134	4.49687166315	3.66178847819	2.97897432057	4.84090746869	5.01513037487	4.02443870062	4.53156418465	3.87066860801	2.29490137248	2.93351091391	3.75467623494	3.1014401857	2.1605464307	1.97606241687	2.80202929718
alpha_rarefaction_1289_1.txt	1289	1	4.1581226369	5.22943041887	4.42968415975	4.46881536721	3.60539947397	3.03537908282	4.81391952396	5.01627228839	3.88631378042	4.57542744068	3.6776806655	2.28008257315	2.90843560999	3.69798699652	2.94121708815	2.09268095072	1.99968438541	2.76425355425
alpha_rarefaction_1289_2.txt	1289	2	4.11719448781	5.32344967317	4.36694938065	4.49989347137	3.60521844449	3.08577012922	4.7434580417	4.93792718519	4.07132320771	4.51519615742	3.65687017901	2.15162899799	2.87597679092	3.79002099984	3.0147984555	2.10416429623	2.05118940182	2.80459725575
alpha_rarefaction_1289_3.txt	1289	3	4.25255752265	5.23766896149	4.34035005651	4.46054934147	3.55523422801	2.94799316828	4.89667452304	4.9599381029	3.96455135188	4.56295628688	3.69790008133	2.18762304826	2.82550507368	3.79103649849	3.05915831215	2.10155549214	2.0217261663	2.94967147891
alpha_rarefaction_1289_4.txt	1289	4	4.1695809721	5.29982131477	4.39309303716	4.52824315853	3.58302814713	3.10514006047	4.7201198201	4.98495530674	4.01613735843	4.5215516564	3.57608467457	2.20860994194	2.95160418195	3.6896020591	2.93603477078	2.09607306297	1.9955221369	2.82331590248
alpha_rarefaction_1289_5.txt	1289	5	4.07079622382	5.29284249402	4.43658790483	4.48662808676	3.65915884676	3.06805598197	4.7457316755	5.05979614929	3.92836656852	4.39183039861	3.77851140393	2.22005814095	2.9556824596	3.73099176182	3.01118038098	2.19226265545	2.0122476493	2.81840266837
alpha_rarefaction_1289_6.txt	1289	6	4.17118471902	5.20367050637	4.37605436417	4.37502555874	3.66937826527	2.93446986449	4.64292043626	5.07678281577	3.98913016519	4.61142191877	3.76211842991	2.15983199852	2.97289388942	3.72924318616	3.08352247226	2.20114439692	2.04085465548	2.91436470584
alpha_rarefaction_1289_7.txt	1289	7	4.17302883798	5.23495198225	4.38816016258	4.43918291968	3.74270322861	3.05389786615	4.86036105969	4.99996734127	4.06412754757	4.35132383974	3.73100258132	2.18584534829	2.90754763975	3.65792306387	3.06707526766	2.17681948113	2.02609378934	2.86792516296
