index,Unassigned;__;__;__;__,k__Archaea;__;__;__;__,k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J;f__,k__Archaea;p__Crenarchaeota;c__MBGB;o__;f__,k__Archaea;p__Crenarchaeota;c__MCG;o__B10;f__,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X,k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae,k__Archaea;p__Euryarchaeota;__;__;__,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__,k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae,k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__MSBL1,k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;__,k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__DHVEG-1,k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae],k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__,k__Bacteria;__;__;__;__,k__Bacteria;p__AD3;c__ABS-6;o__;f__,k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__,k__Bacteria;p__Acidobacteria;__;__;__,k__Bacteria;p__Acidobacteria;c__;o__;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;__;__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;__,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae,k__Bacteria;p__Acidobacteria;c__BPC102;o__B110;f__,k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__,k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__,k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99;f__,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;__,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__MVS-65,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae],k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__,k__Bacteria;p__Acidobacteria;c__TM1;o__;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075,k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__,k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__,k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36;f__,k__Bacteria;p__Actinobacteria;__;__;__,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;__,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__OCS155,k__Bacteria;p__Actinobacteria;c__Actinobacteria;__;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinosynnemataceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81;f__At425_EubF1,k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__,k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__,k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;__;__,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;__,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;__,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__SJA-22;f__,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae],k__Bacteria;p__Bacteroidetes;__;__;__,k__Bacteria;p__Bacteroidetes;c__;o__;f__,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__[Amoebophilaceae],k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae,k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae,k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__[Balneolaceae],k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];__,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae,k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;__,k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae,k__Bacteria;p__Chlorobi;__;__;__,k__Bacteria;p__Chlorobi;c__;o__;f__,k__Bacteria;p__Chlorobi;c__BSV26;o__A89;f__,k__Bacteria;p__Chlorobi;c__OPB56;o__;f__,k__Bacteria;p__Chloroflexi;__;__;__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;__;__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__A31;f__S47,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__CFB-26;f__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__H39;f__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SB-34;f__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__,k__Bacteria;p__Chloroflexi;c__C0119;o__;f__,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];__,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae],k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;__;__,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__B12-WMSP1;f__,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae,k__Bacteria;p__Chloroflexi;c__P2-11E;o__;f__,k__Bacteria;p__Chloroflexi;c__S085;o__;f__,k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12,k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23,k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;__,k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__,k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570,k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__,k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__,k__Bacteria;p__Cyanobacteria;__;__;__,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__MLE1-12;f__,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__FAC88;f__,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__IIb;f__,k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__MVP-88;f__,k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__258ds10;f__,k__Bacteria;p__Firmicutes;__;__;__,k__Bacteria;p__Firmicutes;c__Bacilli;__;__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Haloplasmataceae,k__Bacteria;p__Firmicutes;c__Clostridia;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__EtOH8,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae,k__Bacteria;p__GAL15;c__;o__;f__,k__Bacteria;p__GOUTA4;c__;o__;f__,k__Bacteria;p__Gemmatimonadetes;__;__;__,k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;__;__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__KD8-87;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__,k__Bacteria;p__MVS-104;c__;o__;f__,k__Bacteria;p__NC10;c__12-24;o__JH-WHS47;f__,k__Bacteria;p__NKB19;c__;o__;f__,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__FW,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__[Thermodesulfovibrionaceae],k__Bacteria;p__OD1;c__SM2F11;o__;f__,k__Bacteria;p__OP1;c__KB1;o__;f__,k__Bacteria;p__OP8;c__OP8_1;o__HMMVPog-54;f__,k__Bacteria;p__OP9;c__JS1;o__BA021;f__,k__Bacteria;p__PAUC34f;c__;o__;f__,k__Bacteria;p__Planctomycetes;__;__;__,k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;__;__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__AKAU3564;f__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__mle1-8;f__,k__Bacteria;p__Planctomycetes;c__Pla4;o__;f__,k__Bacteria;p__Planctomycetes;c__Planctomycetia;__;__,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__B97;f__,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,k__Bacteria;p__Proteobacteria;__;__;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__EB1003,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__BPC076;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfohalobiaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__Pelobacteraceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__MND4,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales];f__[Entotheonellaceae],k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Halothiobacillaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,k__Bacteria;p__SBR1093;__;__;__,k__Bacteria;p__SBR1093;c__;o__;f__,k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae,k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales];f__A0-023,k__Bacteria;p__TM6;__;__;__,k__Bacteria;p__TM6;c__SJA-4;o__;f__,k__Bacteria;p__TM7;c__SC3;o__;f__,k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57;f__,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];__,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin515,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin517,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__OPB35,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__[Pedosphaeraceae],k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__auto67_4W,k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];__,k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae],k__Bacteria;p__WPS-2;c__;o__;f__,k__Bacteria;p__WS2;c__SHA-109;o__;f__,k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__PRR-10,k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Trueperaceae,group
soilS1t1sub,7.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,964.0,25.0,4.0,2.0,1.0,26.0,4.0,2.0,1.0,85.0,3.0,3.0,8.0,158.0,0.0,0.0,62.0,0.0,2.0,20.0,1.0,1.0,0.0,12.0,1.0,0.0,4.0,7.0,0.0,1.0,2.0,22.0,2.0,1.0,5.0,2.0,35.0,1.0,1.0,1.0,0.0,1.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,6.0,1.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,19.0,8.0,1.0,11.0,0.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,1.0,25.0,16.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,7.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,30.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,14.0,5.0,0.0,1.0,203.0,122.0,7.0,1.0,102.0,0.0,34.0,28.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,10.0,45.0,0.0,1.0,2.0,1.0,4.0,18.0,3.0,16.0,18.0,1.0,1.0,1.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,22.0,5.0,3.0,46.0,2.0,0.0,0.0,0.0,34.0,4.0,15.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,193.0,1.0,0.0,1.0,0.0,soilS1
