# Constructed from biom file
#OTU ID	After	Before	Control
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.354561259036	0.0438862375855	0.00143861008134
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.0149144477994	0.00583645040629	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Pseudoalteromonadaceae	0.00329398847104	0.000161227911776	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae	0.000548998078507	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae	0.0	0.00112859538243	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0835392076128	0.0908358054946	0.0054224533835
k__Bacteria;p__SBR1093;c__VHS-B5-50;o__;f__	0.000548998078507	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__;f__	0.0	0.000870630723591	0.0
k__Bacteria;p__WPS-2;c__;o__;f__	0.0	0.00870630723591	0.0
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae	0.0	0.000451438152973	0.0
