	sequences per sample	iteration	D1af	D3af	D5bf	D1bf	C12	C11
alpha_rarefaction_2086_0.txt	2086	0	7.02311	3.73148	6.65964	3.75712	1.56212	2.41824
alpha_rarefaction_2086_1.txt	2086	1	6.89049	3.86208	6.50179	3.39992	1.63336	2.28322
alpha_rarefaction_2086_2.txt	2086	2	7.00046	3.64373	6.67621	3.67197	1.69196	2.74421
alpha_rarefaction_2086_3.txt	2086	3	7.11826	3.5065	6.54156	3.6609	1.95222	2.35502
alpha_rarefaction_2086_4.txt	2086	4	6.37895	3.82364	6.84024	3.82382	1.97054	2.79938
alpha_rarefaction_2086_5.txt	2086	5	6.66148	3.77717	6.49079	3.73132	1.71968	2.4129
alpha_rarefaction_2086_6.txt	2086	6	6.44938	3.81572	6.52435	3.60437	1.52228	2.46622
alpha_rarefaction_2086_7.txt	2086	7	6.97296	3.83417	6.11681	3.59365	1.56034	2.33911
alpha_rarefaction_2086_8.txt	2086	8	7.41637	3.91927	6.46902	3.84514	1.92164	2.62035
alpha_rarefaction_2086_9.txt	2086	9	7.00714	4.00312	6.50165	3.51858	1.39281	2.27248
alpha_rarefaction_2432_0.txt	2432	0	7.27264	3.97687	6.56175	3.87304	1.53632	1.86228
alpha_rarefaction_2432_1.txt	2432	1	7.11229	4.14859	6.52778	3.69156	1.97505	2.03832
alpha_rarefaction_2432_2.txt	2432	2	6.97027	4.13012	6.858	3.70886	1.86745	2.18033
alpha_rarefaction_2432_3.txt	2432	3	6.84696	3.97553	6.77344	3.71518	1.93908	2.91154
alpha_rarefaction_2432_4.txt	2432	4	7.47649	3.72913	6.95654	3.73478	1.82159	2.42277
alpha_rarefaction_2432_5.txt	2432	5	7.19559	3.87825	6.49427	3.80058	1.76275	2.54203
alpha_rarefaction_2432_6.txt	2432	6	7.06507	4.07484	6.7635	3.60191	1.99354	2.55418
alpha_rarefaction_2432_7.txt	2432	7	7.24549	4.00094	6.59231	3.81315	1.73323	2.30089
alpha_rarefaction_2432_8.txt	2432	8	7.444	3.88943	6.44373	3.62292	1.56296	2.45158
alpha_rarefaction_2432_9.txt	2432	9	7.12066	3.92331	6.64613	3.81932	1.98909	2.62876
alpha_rarefaction_2778_0.txt	2778	0	7.2228	3.9178	6.34751	3.77744	2.00866	2.36471
alpha_rarefaction_2778_1.txt	2778	1	7.27673	4.15188	6.46992	3.89597	1.74004	2.74467
alpha_rarefaction_2778_2.txt	2778	2	7.47348	4.17753	6.91614	3.92668	2.03106	2.64103
alpha_rarefaction_2778_3.txt	2778	3	7.16216	4.11214	6.60023	3.85627	2.01348	2.19885
