	sequences per sample	iteration	S1t1t16s	S2t1t16s	S4t1t16s	S3t1t16s
alpha_rarefaction_214_3.txt	214	3	6.29718169389	6.35707572675	6.3423519634	4.29585459003
alpha_rarefaction_214_4.txt	214	4	6.34700854979	6.28079204499	6.4909938859	4.25518199417
alpha_rarefaction_214_5.txt	214	5	6.13259731575	6.31592219388	6.25872644544	4.25821925415
alpha_rarefaction_214_6.txt	214	6	6.34177031513	6.3820950624	6.3025024527	4.18172307638
alpha_rarefaction_214_7.txt	214	7	6.39946793782	6.2861010584	6.09099958726	4.3096321374
alpha_rarefaction_214_8.txt	214	8	6.22720608637	5.9230189862	6.27727812695	4.07417692879
alpha_rarefaction_214_9.txt	214	9	6.48087013922	6.31234242162	6.1059512143	4.17987812389
alpha_rarefaction_282_0.txt	282	0	6.37239470673	6.42668280192	6.50662907024	4.21487656815
alpha_rarefaction_282_1.txt	282	1	6.41896575459	6.25536819814	6.30183780291	4.31249105838
alpha_rarefaction_282_2.txt	282	2	6.33239826067	6.21378557685	6.4434471191	4.30697467703
alpha_rarefaction_282_3.txt	282	3	6.35183193694	6.34010931131	6.6040288476	4.32295402638
alpha_rarefaction_282_4.txt	282	4	6.39546249844	6.29188080689	6.43745100356	4.38509003212
alpha_rarefaction_282_5.txt	282	5	6.38179793222	6.30961289076	6.49951317756	4.38276742917
alpha_rarefaction_282_6.txt	282	6	6.29473028982	6.38604767458	6.30253706363	4.31610319064
alpha_rarefaction_282_7.txt	282	7	6.40368683061	6.26284217873	6.37944164152	4.26706062551
alpha_rarefaction_282_8.txt	282	8	6.3833504912	6.34875355512	6.50443069862	4.28456976641
alpha_rarefaction_282_9.txt	282	9	6.41293289603	6.35858389094	6.35088720355	4.26776922777
alpha_rarefaction_350_0.txt	350	0	6.63781127768	6.36215717405	6.70951631487	4.29733215525
alpha_rarefaction_350_1.txt	350	1	6.54090779905	6.37324280451	6.64790356106	4.36186167718
alpha_rarefaction_350_2.txt	350	2	6.45922932373	6.40992235564	6.63093633489	4.42535441848
alpha_rarefaction_350_3.txt	350	3	6.3692127128	6.42567362643	6.49176472035	4.28726856248
alpha_rarefaction_350_4.txt	350	4	6.47330141796	6.6980081733	6.46964949156	4.33236310837
alpha_rarefaction_350_5.txt	350	5	6.4719571769	6.4334814074	6.44575746757	4.33979498768
alpha_rarefaction_350_6.txt	350	6	6.45305181179	6.52123241837	6.61201527309	4.34256135033
alpha_rarefaction_350_7.txt	350	7	6.4777481326	6.38198576229	6.59069007426	4.40649279197
alpha_rarefaction_350_8.txt	350	8	6.44383749785	6.4426652263	6.54550666608	4.3752358291
alpha_rarefaction_350_9.txt	350	9	6.56845211314	6.39363600173	6.59640410576	4.31868045538
alpha_rarefaction_418_0.txt	418	0	6.669096812	6.63240064205	6.62946011185	4.31206829617
alpha_rarefaction_418_1.txt	418	1	6.62734829106	6.48330879244	6.6754257259	4.4432932957
alpha_rarefaction_418_2.txt	418	2	6.57088373431	6.47989809434	6.6801212645	4.1958351433
alpha_rarefaction_418_3.txt	418	3	6.46590847734	6.52070587761	6.69855941163	4.33795557931
