OTU	Test-Statistic	P	FDR_P	Bonferroni_P	MN_mean	MT_mean	TL_mean	SM_mean	TC_mean	TA_mean	taxonomy
New.CleanUp.ReferenceOTU777	14.3871595331	0.0133284363124	0.0612555424505	1.0	13.3333333333	0.0	0.333333333333	0.0	0.0	0.0	Unassigned
New.CleanUp.ReferenceOTU2398	14.3871595331	0.0133284363124	0.0612555424505	1.0	0.333333333333	0.0	0.0	0.0	0.0	5.66666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
New.CleanUp.ReferenceOTU4773	14.3871595331	0.0133284363124	0.0612555424505	1.0	10.3333333333	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Oceanospirillaceae; g__Neptunomonas; s__
New.CleanUp.ReferenceOTU10770	14.3871595331	0.0133284363124	0.0612555424505	1.0	157.666666667	0.0	0.333333333333	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__; s__
New.CleanUp.ReferenceOTU14872	14.3871595331	0.0133284363124	0.0612555424505	1.0	15.3333333333	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Arcobacter; s__
107552	14.3851575456	0.0133393570709	0.0612555424505	1.0	63.6666666667	0.0	0.0	10.0	354.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
580362	14.3639240506	0.0134557189185	0.0612555424505	1.0	0.0	3.0	33.3333333333	2.33333333333	2.33333333333	14.6666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
1110791	14.3569651741	0.0134940674708	0.0612555424505	1.0	0.0	5.66666666667	36.6666666667	0.0	0.0	25.6666666667	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
New.ReferenceOTU40	14.3491728265	0.0135371345206	0.0612555424505	1.0	0.0	55.6666666667	23.3333333333	1.0	1.66666666667	8.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
New.CleanUp.ReferenceOTU7570	14.3222407099	0.0136870100547	0.0612555424505	1.0	0.666666666667	0.0	0.0	0.0	0.0	4.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
New.ReferenceOTU1	14.3069306931	0.0137729233734	0.0612555424505	1.0	0.0	74.3333333333	31.3333333333	0.0	1.66666666667	12.6666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__; g__; s__
4366904	14.2901618929	0.0138676210904	0.0612555424505	1.0	134.666666667	0.0	0.0	1.33333333333	1.33333333333	719.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
283485	14.2794361526	0.0139285218775	0.0612555424505	1.0	64.0	0.0	0.0	1.0	0.333333333333	120.333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__; f__; g__; s__
New.ReferenceOTU6	14.2275482094	0.0142268113468	0.0613187929964	1.0	110.333333333	0.0	0.0	0.0	0.0	13.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.CleanUp.ReferenceOTU3496	14.2234000785	0.0142509225547	0.0613187929964	1.0	0.0	1.0	12.3333333333	0.0	1.0	10.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__
New.ReferenceOTU36	14.1783746556	0.0145151888386	0.0613187929964	1.0	6.66666666667	3593.66666667	807.333333333	3509.0	2107.0	60.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
346476	14.17375	0.014542598828	0.0613187929964	1.0	7.33333333333	0.0	0.0	6.33333333333	44.0	0.0	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
988157	13.9623131904	0.0158505881761	0.0642979077182	1.0	0.0	0.0	0.333333333333	0.0	0.0	3.66666666667	k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__
New.CleanUp.ReferenceOTU15105	13.9623131904	0.0158505881761	0.0642979077182	1.0	6.33333333333	0.0	0.0	0.0	0.0	0.333333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas
555869	13.9464594128	0.015953113669	0.0642979077182	1.0	0.666666666667	666.0	545.0	2600.66666667	506.0	40.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicimonaceae; g__; s__
New.CleanUp.ReferenceOTU1708	13.9394654088	0.0159985466865	0.0642979077182	1.0	0.0	0.0	22.0	1.33333333333	0.333333333333	25.6666666667	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__; s__
New.CleanUp.ReferenceOTU5994	13.8489996225	0.0165975819265	0.0642979077182	1.0	0.0	7.66666666667	0.333333333333	10.6666666667	2.0	0.666666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
1111145	13.8236594804	0.0167692186073	0.0642979077182	1.0	0.0	0.0	8.0	0.0	0.0	2.66666666667	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__; s__
939811	13.8026409707	0.016912881145	0.0642979077182	1.0	269.333333333	0.666666666667	0.333333333333	4.33333333333	60.0	94.3333333333	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
538199	13.7779614325	0.0170830821854	0.0642979077182	1.0	96.3333333333	0.0	0.0	0.0	0.0	16.6666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.CleanUp.ReferenceOTU284	13.7256122873	0.017449588714	0.0642979077182	1.0	8.66666666667	0.0	0.0	0.0	1.66666666667	7.66666666667	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Vibrio; s__
New.CleanUp.ReferenceOTU9837	13.6666666667	0.0178713510514	0.0642979077182	1.0	0.0	0.666666666667	48.3333333333	3.0	2.66666666667	19.0	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Sediminibacterium; s__
