2834455,266.0
4409533,206.0
1105706,190.0
830917,190.0
236255,185.0
4379915,181.0
220101,174.0
2645712,143.0
845926,125.0
587313,118.0
205839,116.0
4458222,114.0
625385,113.0
287074,109.0
329628,91.0
1066562,85.0
954745,82.0
807707,82.0
151959,80.0
222564,75.0
4308710,73.0
654524,72.0
136106,69.0
588387,63.0
389053,58.0
2650177,58.0
849683,56.0
151071,55.0
1142462,53.0
2867531,52.0
4320239,51.0
710555,49.0
810595,49.0
810952,48.0
682244,48.0
4349212,48.0
705844,45.0
2984686,44.0
248716,44.0
250289,44.0
160457,43.0
1044436,41.0
220997,40.0
1112891,39.0
832287,39.0
248032,39.0
659067,38.0
4474039,38.0
256656,36.0
1106524,36.0
213804,36.0
579647,36.0
4459956,36.0
2147800,35.0
684111,35.0
226718,35.0
821510,34.0
1144696,34.0
4363325,34.0
933902,34.0
612770,33.0
2216436,33.0
557983,32.0
155243,32.0
2261663,31.0
1109016,31.0
1109646,30.0
277604,30.0
1113187,30.0
841927,29.0
4409534,29.0
220381,28.0
2957830,28.0
826242,28.0
151729,27.0
593863,27.0
2216508,27.0
326101,27.0
4370064,26.0
4408088,26.0
3541724,26.0
556931,26.0
226697,26.0
152039,26.0
156895,26.0
4326623,25.0
238672,25.0
855511,25.0
4396491,24.0
585110,24.0
818371,24.0
567134,24.0
236371,24.0
221964,24.0
855806,23.0
216644,22.0
830358,22.0
103861,22.0
4336165,22.0
549009,22.0
207672,22.0
220798,22.0
547608,22.0
238582,22.0
2416609,21.0
802110,21.0
246248,21.0
552989,21.0
1113203,21.0
812105,21.0
985891,21.0
251133,21.0
291692,20.0
311452,20.0
951190,20.0
244008,20.0
1109138,20.0
253115,20.0
559274,20.0
723690,20.0
1143902,19.0
218936,19.0
844118,19.0
215991,19.0
4460365,19.0
549948,19.0
4402415,19.0
727764,19.0
226552,19.0
142319,19.0
968085,18.0
12061,18.0
227831,18.0
249891,18.0
254852,18.0
254514,18.0
827408,18.0
835293,18.0
210633,18.0
253644,18.0
575708,18.0
541715,18.0
1113779,18.0
222997,17.0
828934,17.0
1106528,17.0
909520,17.0
868710,17.0
826783,17.0
834632,17.0
694537,17.0
4425887,17.0
908911,17.0
253107,17.0
4382279,17.0
1106691,17.0
4437558,16.0
777142,16.0
821052,16.0
814666,16.0
311991,16.0
739481,16.0
100463,16.0
714,16.0
837041,16.0
153006,16.0
591157,16.0
254143,16.0
1112108,16.0
113896,16.0
223696,16.0
2264930,16.0
222501,16.0
513237,15.0
4304296,15.0
817479,15.0
592443,15.0
1697001,15.0
219743,15.0
217710,15.0
571500,15.0
225131,15.0
3489142,15.0
999038,15.0
225351,15.0
1105298,15.0
638858,15.0
246169,15.0
539821,15.0
844576,15.0
721323,15.0
130029,15.0
219781,15.0
973283,14.0
249741,14.0
284815,14.0
512156,14.0
3453009,14.0
2063978,14.0
99995,14.0
4349352,14.0
4465448,14.0
831767,14.0
320175,14.0
4418170,14.0
830341,14.0
914697,14.0
4402182,14.0
768761,14.0
1105389,13.0
444679,13.0
338969,13.0
769731,13.0
218538,13.0
2714240,13.0
342766,13.0
151957,13.0
543232,13.0
156044,13.0
762396,13.0
100320,13.0
1111790,13.0
2340593,12.0
544639,12.0
136139,12.0
340913,12.0
250693,12.0
2459352,12.0
225158,12.0
1146428,12.0
211380,12.0
207973,12.0
212202,12.0
241470,12.0
4302249,12.0
4449883,12.0
3755710,12.0
510555,12.0
4399405,12.0
279459,12.0
4298720,12.0
221151,12.0
4135995,12.0
591364,12.0
4019363,12.0
224043,12.0
1108593,12.0
213922,12.0
317632,12.0
203744,11.0
222240,11.0
52466,11.0
238626,11.0
2406253,11.0
956789,11.0
824674,11.0
3580756,11.0
4419523,11.0
1105138,11.0
571363,11.0
136773,11.0
847278,11.0
1138775,11.0
235789,11.0
270276,11.0
4391424,11.0
920257,11.0
13180,11.0
1104923,11.0
1112726,11.0
220373,11.0
227390,11.0
592414,11.0
1110225,11.0
550708,11.0
671574,11.0
863515,11.0
4375011,11.0
253827,11.0
1029,11.0
256597,10.0
4446018,10.0
638638,10.0
3384225,10.0
226074,10.0
243632,10.0
143935,10.0
316260,10.0
554212,10.0
660036,10.0
1143255,10.0
1061084,10.0
212324,10.0
818104,10.0
544697,10.0
254116,10.0
225503,10.0
90773,10.0
138506,10.0
226487,10.0
570520,10.0
227170,10.0
4454014,10.0
4313776,10.0
284008,10.0
819616,10.0
249749,10.0
2582923,10.0
